source_run_id,batch,scenario_id,category,model_name,original_deterministic_grade,original_error_tags,original_failed_fields,extraction_status,helper_status,field_name,expected_value,extracted_value,expected_abs_value,abs_error,rel_error,rel_error_percent,signed_error,signed_rel_error,original_rel_tolerance,original_abs_tolerance,original_field_pass,failure_type,abs_extracted_over_expected_ratio,signed_extracted_over_expected_ratio,log10_abs_ratio,sign_match,expected_sign,extracted_sign,expected_is_zero_or_near_zero,extracted_is_zero_or_near_zero,possible_factor_2_error,possible_factor_pi_error,possible_factor_10_error,possible_factor_100_error,possible_factor_1000_error,possible_reciprocal_error,possible_sign_flip,possible_zero_substitution,possible_unit_scale_error,possible_wrong_field_scale,wrong_field_scale_closest_field,preliminary_failure_pattern,notes
0ed2217a-06ad-4917-b517-25fdcad0cab9,V3,QFT_CASIMIR_001,Quantum Field Theory,Llama 3.1 8B Instruct,FAIL,energy_per_area_uJ_m2:MISMATCH;pressure_double_d_pa:MISMATCH;pressure_pa:MISMATCH,energy_per_area_uJ_m2;pressure_double_d_pa;pressure_pa,OK,OK,pressure_pa,13.001258,6880,13.001258,6866.998742,528.179560932,52817.9560932,6866.998742,528.179560932,0.01,0.13001258,false,numeric_mismatch,529.179560932,529.179560932,2.72360306162,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,,ORDER_OF_MAGNITUDE_GT10X,gt1000_extreme_subset
d504b04e-bf1e-416b-a8f1-151658823740,V3,QFT_CASIMIR_001,Quantum Field Theory,Ministral 3 8B,FAIL,energy_per_area_uJ_m2:MISMATCH;pressure_double_d_pa:MISMATCH;pressure_pa:MISMATCH,energy_per_area_uJ_m2;pressure_double_d_pa;pressure_pa,OK,OK,energy_per_area_uJ_m2,0.433375,13.6,0.433375,13.166625,30.3815979233,3038.15979233,13.166625,30.3815979233,0.01,0.00433375,false,numeric_mismatch,31.3815979233,31.3815979233,1.49667505371,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,true,pressure_pa,WRONG_FIELD_SCALE,closest_other_field=pressure_pa;gt1000_extreme_subset
bea3064c-f5a0-4eb4-a402-ebfb00b71e9f,V3,QFT_CASIMIR_001,Quantum Field Theory,Mistral NeMo 12B,FAIL,energy_per_area_uJ_m2:MISMATCH;pressure_double_d_pa:MISMATCH;pressure_pa:MISMATCH,energy_per_area_uJ_m2;pressure_double_d_pa;pressure_pa,OK,OK,energy_per_area_uJ_m2,0.433375,2.00,0.433375,1.566625,3.61494087107,361.494087107,1.566625,3.61494087107,0.01,0.00433375,false,numeric_mismatch,4.61494087107,4.61494087107,0.664166141,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,pressure_double_d_pa,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,closest_other_field=pressure_double_d_pa
1af000e0-80c0-45b3-9f95-f707072fdac3,V3,QFT_CASIMIR_001,Quantum Field Theory,Mistral Small 3.2 24B Instruct,FAIL,energy_per_area_uJ_m2:MISMATCH;pressure_double_d_pa:MISMATCH;pressure_pa:MISMATCH,energy_per_area_uJ_m2;pressure_double_d_pa;pressure_pa,OK,OK,energy_per_area_uJ_m2,0.433375,65.2,0.433375,64.766625,149.447072397,14944.7072397,64.766625,149.447072397,0.01,0.00433375,false,numeric_mismatch,150.447072397,150.447072397,2.17738374107,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,pressure_pa,ORDER_OF_MAGNITUDE_GT10X,closest_other_field=pressure_pa;gt1000_extreme_subset
252e5a22-0a7b-412b-ae8c-1e0bc538da7c,V3,QM_TUNNEL_001,Quantum Mechanics,Gemma 3 12B IT,FAIL,kappa_L:MISMATCH;kappa_per_nm:MISMATCH;log10_T:MISMATCH,kappa_L;kappa_per_nm;log10_T,OK,OK,kappa_L,10.246334,2293,10.246334,2282.753666,222.787356532,22278.7356532,2282.753666,222.787356532,0.01,0.10246334,false,numeric_mismatch,223.787356532,223.787356532,2.34983554625,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,,ORDER_OF_MAGNITUDE_GT10X,gt1000_extreme_subset
252e5a22-0a7b-412b-ae8c-1e0bc538da7c,V3,QM_TUNNEL_001,Quantum Mechanics,Gemma 3 12B IT,FAIL,kappa_L:MISMATCH;kappa_per_nm:MISMATCH;log10_T:MISMATCH,kappa_L;kappa_per_nm;log10_T,OK,OK,kappa_per_nm,10.246334,2293,10.246334,2282.753666,222.787356532,22278.7356532,2282.753666,222.787356532,0.01,0.10246334,false,numeric_mismatch,223.787356532,223.787356532,2.34983554625,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,,ORDER_OF_MAGNITUDE_GT10X,gt1000_extreme_subset
252e5a22-0a7b-412b-ae8c-1e0bc538da7c,V3,QM_TUNNEL_001,Quantum Mechanics,Gemma 3 12B IT,FAIL,kappa_L:MISMATCH;kappa_per_nm:MISMATCH;log10_T:MISMATCH,kappa_L;kappa_per_nm;log10_T,OK,OK,log10_T,-8.491613,-2163.3,8.491613,2154.808387,253.757252833,25375.7252833,-2154.808387,-253.757252833,0.01,0.08491613,false,numeric_mismatch,254.757252833,254.757252833,2.40612655704,true,negative,negative,false,false,false,false,false,false,false,false,false,false,false,false,,ORDER_OF_MAGNITUDE_GT10X,gt1000_extreme_subset
633ca832-c7c2-4e57-8667-0e5462503514,V3,QM_TUNNEL_001,Quantum Mechanics,Gemma 3 27B IT,FAIL,kappa_L:MISMATCH;kappa_per_nm:MISMATCH;log10_T:MISMATCH,kappa_L;kappa_per_nm;log10_T,OK,OK,kappa_per_nm,10.246334,3.39 \times 10^4,10.246334,33889.753666,3307.50038658,330750.038658,33889.753666,3307.50038658,0.01,0.10246334,false,numeric_mismatch,3308.50038658,3308.50038658,3.51963118972,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,,ORDER_OF_MAGNITUDE_GT10X,gt1000_extreme_subset
69105aad-c0ce-42d1-bb33-a335484e353a,V3,QM_TUNNEL_001,Quantum Mechanics,Ministral 3 8B,FAIL,kappa_L:MISMATCH;kappa_per_nm:MISMATCH;log10_T:MISMATCH,kappa_L;kappa_per_nm;log10_T,OK,OK,kappa_per_nm,10.246334,2.70 \times 10^{10},10.246334,26999999989.8,2635088802.47,263508880247,26999999989.8,2635088802.47,0.01,0.10246334,false,numeric_mismatch,2635088803.47,2635088803.47,9.42079525568,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,,ORDER_OF_MAGNITUDE_GT10X,gt1000_extreme_subset
188bc4ef-e984-49f4-b584-bd3a99572a45,V3,STAT_BEC_001,Statistical Mechanics,Gemma 3 27B IT,FAIL,tc_nK:MISMATCH;tc_no_zeta_nK:MISMATCH,tc_nK;tc_no_zeta_nK,OK,OK,tc_nK,85.817924,1658,85.817924,1572.182076,18.319973296,1831.9973296,1572.182076,18.319973296,0.01,0.85817924,false,numeric_mismatch,19.319973296,19.319973296,1.2860065218,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,tc_no_zeta_nK,ORDER_OF_MAGNITUDE_GT10X,closest_other_field=tc_no_zeta_nK;gt1000_extreme_subset
188bc4ef-e984-49f4-b584-bd3a99572a45,V3,STAT_BEC_001,Statistical Mechanics,Gemma 3 27B IT,FAIL,tc_nK:MISMATCH;tc_no_zeta_nK:MISMATCH,tc_nK;tc_no_zeta_nK,OK,OK,tc_no_zeta_nK,162.780255,3150,162.780255,2987.219745,18.3512413407,1835.12413407,2987.219745,18.3512413407,0.01,1.62780255,false,numeric_mismatch,19.3512413407,19.3512413407,1.28670882931,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,,ORDER_OF_MAGNITUDE_GT10X,gt1000_extreme_subset
7291fcc8-4808-4d96-8b8c-a5286af017df,V3,STAT_BEC_001,Statistical Mechanics,Gemma 4 31B IT,FAIL,tc_nK:MISMATCH;tc_no_zeta_nK:MISMATCH,tc_nK;tc_no_zeta_nK,OK,OK,tc_nK,85.817924,183.5,85.817924,97.682076,1.13824794923,113.824794923,97.682076,1.13824794923,0.01,0.85817924,false,numeric_mismatch,2.13824794923,2.13824794923,0.330058064174,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,true,tc_no_zeta_nK,WRONG_FIELD_SCALE,closest_other_field=tc_no_zeta_nK
7291fcc8-4808-4d96-8b8c-a5286af017df,V3,STAT_BEC_001,Statistical Mechanics,Gemma 4 31B IT,FAIL,tc_nK:MISMATCH;tc_no_zeta_nK:MISMATCH,tc_nK;tc_no_zeta_nK,OK,OK,tc_no_zeta_nK,162.780255,347.1,162.780255,184.319745,1.1323224982,113.23224982,184.319745,1.1323224982,0.01,1.62780255,false,numeric_mismatch,2.1323224982,2.1323224982,0.328852889191,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,
eed5e543-0bf8-4de7-b85b-655c79dfb28c,V3,STAT_BEC_001,Statistical Mechanics,Mistral Small 3.2 24B Instruct,FAIL,tc_nK:MISMATCH;tc_no_zeta_nK:MISMATCH,tc_nK;tc_no_zeta_nK,OK,OK,tc_nK,85.817924,333.5,85.817924,247.682076,2.88613455623,288.613455623,247.682076,2.88613455623,0.01,0.85817924,false,numeric_mismatch,3.88613455623,3.88613455623,0.589517833838,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,tc_no_zeta_nK,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,closest_other_field=tc_no_zeta_nK
eed5e543-0bf8-4de7-b85b-655c79dfb28c,V3,STAT_BEC_001,Statistical Mechanics,Mistral Small 3.2 24B Instruct,FAIL,tc_nK:MISMATCH;tc_no_zeta_nK:MISMATCH,tc_nK;tc_no_zeta_nK,OK,OK,tc_no_zeta_nK,162.780255,636.0,162.780255,473.219745,2.90710777545,290.710777545,473.219745,2.90710777545,0.01,1.62780255,false,numeric_mismatch,3.90710777545,3.90710777545,0.591855391168,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,
cf0f5553-a37e-484c-b664-53217a238526,V4,CM_KAPITZA_001,Classical Mechanics,Gemma 3 12B IT,FAIL,f_min_hz:MISMATCH;omega_min_rad_s:MISMATCH,f_min_hz;omega_min_rad_s,OK,OK,f_min_hz,15.763572,155.9,15.763572,140.136428,8.88989043854,888.989043854,140.136428,8.88989043854,0.01,0.15763572,false,numeric_mismatch,9.88989043854,9.88989043854,0.995191480454,true,positive,positive,false,false,false,false,true,false,false,false,false,false,false,false,omega_min_rad_s,DECIMAL_OR_POWER_OF_TEN_SCALE,closest_other_field=omega_min_rad_s
cf0f5553-a37e-484c-b664-53217a238526,V4,CM_KAPITZA_001,Classical Mechanics,Gemma 3 12B IT,FAIL,f_min_hz:MISMATCH;omega_min_rad_s:MISMATCH,f_min_hz;omega_min_rad_s,OK,OK,omega_min_rad_s,99.045444,981,99.045444,881.954556,8.90454442306,890.454442306,881.954556,8.90454442306,0.01,0.99045444,false,numeric_mismatch,9.90454442306,9.90454442306,0.995834504196,true,positive,positive,false,false,false,false,true,false,false,false,false,false,false,false,,DECIMAL_OR_POWER_OF_TEN_SCALE,
cc0939dc-5379-4225-915b-cef4d5883b59,V4,CM_KAPITZA_001,Classical Mechanics,Gemma 3 27B IT,FAIL,f_min_hz:MISMATCH;omega_min_rad_s:MISMATCH,f_min_hz;omega_min_rad_s,OK,OK,f_min_hz,15.763572,49.85,15.763572,34.086428,2.16235431919,216.235431919,34.086428,2.16235431919,0.01,0.15763572,false,numeric_mismatch,3.16235431919,3.16235431919,0.500010527913,true,positive,positive,false,false,false,true,false,false,false,false,false,false,false,false,,COMMON_FACTOR_2_OR_PI,
cc0939dc-5379-4225-915b-cef4d5883b59,V4,CM_KAPITZA_001,Classical Mechanics,Gemma 3 27B IT,FAIL,f_min_hz:MISMATCH;omega_min_rad_s:MISMATCH,f_min_hz;omega_min_rad_s,OK,OK,omega_min_rad_s,99.045444,313.2,99.045444,214.154556,2.16218482498,216.218482498,214.154556,2.16218482498,0.01,0.99045444,false,numeric_mismatch,3.16218482498,3.16218482498,0.499987250202,true,positive,positive,false,false,false,true,false,false,false,false,false,false,false,false,,COMMON_FACTOR_2_OR_PI,
6cf088ae-d374-4809-90c5-c1620139f384,V4,CM_KAPITZA_001,Classical Mechanics,Ministral 3 8B,FAIL,f_min_hz:MISMATCH;omega_min_rad_s:MISMATCH,f_min_hz;omega_min_rad_s,OK,OK,f_min_hz,15.763572,35.27,15.763572,19.506428,1.2374370479,123.74370479,19.506428,1.2374370479,0.01,0.15763572,false,numeric_mismatch,2.2374370479,2.2374370479,0.349750824933,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,
6cf088ae-d374-4809-90c5-c1620139f384,V4,CM_KAPITZA_001,Classical Mechanics,Ministral 3 8B,FAIL,f_min_hz:MISMATCH;omega_min_rad_s:MISMATCH,f_min_hz;omega_min_rad_s,OK,OK,omega_min_rad_s,99.045444,221.5,99.045444,122.454556,1.23634718625,123.634718625,122.454556,1.23634718625,0.01,0.99045444,false,numeric_mismatch,2.23634718625,2.23634718625,0.349539227375,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,
ec03508e-f8ed-498f-9a9c-f2bd032d5130,V4,CM_KAPITZA_001,Classical Mechanics,Mistral Small 3.2 24B Instruct,FAIL,f_min_hz:MISMATCH;omega_min_rad_s:MISMATCH,f_min_hz;omega_min_rad_s,OK,OK,f_min_hz,15.763572,157.3,15.763572,141.536428,8.97870279655,897.870279655,141.536428,8.97870279655,0.01,0.15763572,false,numeric_mismatch,9.97870279655,9.97870279655,0.999074087889,true,positive,positive,false,false,false,false,true,false,false,false,false,false,false,false,omega_min_rad_s,DECIMAL_OR_POWER_OF_TEN_SCALE,closest_other_field=omega_min_rad_s
ec03508e-f8ed-498f-9a9c-f2bd032d5130,V4,CM_KAPITZA_001,Classical Mechanics,Mistral Small 3.2 24B Instruct,FAIL,f_min_hz:MISMATCH;omega_min_rad_s:MISMATCH,f_min_hz;omega_min_rad_s,OK,OK,omega_min_rad_s,99.045444,990.5,99.045444,891.454556,9.00045999087,900.045999087,891.454556,9.00045999087,0.01,0.99045444,false,numeric_mismatch,10.0004599909,10.0004599909,1.00001997669,true,positive,positive,false,false,false,false,true,false,false,false,false,false,false,false,,DECIMAL_OR_POWER_OF_TEN_SCALE,
f9c05801-ce09-4b39-8f13-c10a55d785b7,V4,COS_DESITTER_001,Cosmology,Gemma 3 12B IT,FAIL,efolds_to_gh:MISMATCH;gh_temp_e30_K:MISMATCH;horizon_gpc:MISMATCH,efolds_to_gh;gh_temp_e30_K;horizon_gpc,OK,OK,gh_temp_e30_K,2.757786,13.5,2.757786,10.742214,3.89523117457,389.523117457,10.742214,3.89523117457,0.01,0.02757786,false,numeric_mismatch,4.89523117457,4.89523117457,0.689773205939,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,horizon_gpc,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,closest_other_field=horizon_gpc
ac523904-da02-4286-b34b-441d9278b9b8,V4,COS_DESITTER_001,Cosmology,Gemma 3 27B IT,FAIL,efolds_to_gh:MISMATCH;gh_temp_e30_K:MISMATCH;horizon_gpc:MISMATCH,efolds_to_gh;gh_temp_e30_K;horizon_gpc,OK,OK,horizon_gpc,4.282749,13.2,4.282749,8.917251,2.0821325275,208.21325275,8.917251,2.0821325275,0.01,0.04282749,false,numeric_mismatch,3.0821325275,3.0821325275,0.488851308854,true,positive,positive,false,false,false,true,false,false,false,false,false,false,false,false,,COMMON_FACTOR_2_OR_PI,
13d804f3-30ad-428a-ad9d-7f48deb28505,V4,COS_DESITTER_001,Cosmology,Mistral Small 3.2 24B Instruct,FAIL,efolds_to_gh:MISMATCH;gh_temp_e30_K:MISMATCH;horizon_gpc:MISMATCH,efolds_to_gh;gh_temp_e30_K;horizon_gpc,OK,OK,horizon_gpc,4.282749,13.2,4.282749,8.917251,2.0821325275,208.21325275,8.917251,2.0821325275,0.01,0.04282749,false,numeric_mismatch,3.0821325275,3.0821325275,0.488851308854,true,positive,positive,false,false,false,true,false,false,false,false,false,false,false,false,,COMMON_FACTOR_2_OR_PI,
7acbd9b4-3991-424a-bd93-53630bd65ae6,V4,GR_PERI_001,General Relativity,Gemma 3 12B IT,FAIL,advance_arcsec_orbit:MISMATCH,advance_arcsec_orbit,OK,OK,advance_arcsec_orbit,0.103516,10.97,0.103516,10.866484,104.973955717,10497.3955717,10.866484,104.973955717,0.01,0.00103516,false,numeric_mismatch,105.973955717,105.973955717,2.02519914566,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,,ORDER_OF_MAGNITUDE_GT10X,gt1000_extreme_subset
1f6f2a74-79ab-47f8-8a96-512a80ae17d9,V4,GR_PERI_001,General Relativity,Gemma 3 27B IT,FAIL,advance_arcsec_century:MISMATCH;advance_arcsec_orbit:MISMATCH,advance_arcsec_century;advance_arcsec_orbit,OK,OK,advance_arcsec_century,42.980208,181.0,42.980208,138.019792,3.21124067152,321.124067152,138.019792,3.21124067152,0.01,0.42980208,false,numeric_mismatch,4.21124067152,4.21124067152,0.624410061968,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,
1f6f2a74-79ab-47f8-8a96-512a80ae17d9,V4,GR_PERI_001,General Relativity,Gemma 3 27B IT,FAIL,advance_arcsec_century:MISMATCH;advance_arcsec_orbit:MISMATCH,advance_arcsec_century;advance_arcsec_orbit,OK,OK,advance_arcsec_orbit,0.103516,0.435,0.103516,0.331484,3.2022489277,320.22489277,0.331484,3.2022489277,0.01,0.00103516,false,numeric_mismatch,4.2022489277,4.2022489277,0.623481775039,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,
3048c6ec-b6eb-429b-9e91-09317a088462,V4,GR_PERI_001,General Relativity,Llama 3.1 8B Instruct,FAIL,advance_arcsec_century:MISMATCH;advance_arcsec_orbit:MISMATCH,advance_arcsec_century;advance_arcsec_orbit,OK,OK,advance_arcsec_orbit,0.103516,42.98,0.103516,42.876484,414.201514742,41420.1514742,42.876484,414.201514742,0.01,0.00103516,false,numeric_mismatch,415.201514742,415.201514742,2.61825892924,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,true,advance_arcsec_century,WRONG_FIELD_SCALE,closest_other_field=advance_arcsec_century;gt1000_extreme_subset
efeb19b9-ea9e-4b95-99d6-6bc144ac375a,V4,GR_PERI_001,General Relativity,Mistral NeMo 12B,FAIL,advance_arcsec_century:MISMATCH;advance_arcsec_orbit:MISMATCH,advance_arcsec_century;advance_arcsec_orbit,OK,OK,advance_arcsec_century,42.980208,1999.9,42.980208,1956.919792,45.5307194418,4553.07194418,1956.919792,45.5307194418,0.01,0.42980208,false,numeric_mismatch,46.5307194418,46.5307194418,1.6677397675,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,orbits_per_century,ORDER_OF_MAGNITUDE_GT10X,closest_other_field=orbits_per_century;gt1000_extreme_subset
efeb19b9-ea9e-4b95-99d6-6bc144ac375a,V4,GR_PERI_001,General Relativity,Mistral NeMo 12B,FAIL,advance_arcsec_century:MISMATCH;advance_arcsec_orbit:MISMATCH,advance_arcsec_century;advance_arcsec_orbit,OK,OK,advance_arcsec_orbit,0.103516,4.78,0.103516,4.676484,45.1764364929,4517.64364929,4.676484,45.1764364929,0.01,0.00103516,false,numeric_mismatch,46.1764364929,46.1764364929,1.6644204147,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,,ORDER_OF_MAGNITUDE_GT10X,gt1000_extreme_subset
f517cb34-37e3-40da-9f4b-b4940a78c319,V4,GR_PERI_001,General Relativity,Mistral Small 3.2 24B Instruct,FAIL,advance_arcsec_orbit:MISMATCH,advance_arcsec_orbit,OK,OK,advance_arcsec_orbit,0.103516,8.74,0.103516,8.636484,83.4313922485,8343.13922485,8.636484,83.4313922485,0.01,0.00103516,false,numeric_mismatch,84.4313922485,84.4313922485,1.92650395072,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,,ORDER_OF_MAGNITUDE_GT10X,gt1000_extreme_subset
ce5ffba6-337f-4787-9fca-5fd406284075,V4,QFT_UNRUH_001,Quantum Field Theory,Gemma 3 12B IT,FAIL,accel_for_1K_e20:MISMATCH;unruh_temp_K:MISMATCH,accel_for_1K_e20;unruh_temp_K,OK,OK,unruh_temp_K,0.405501,2.64,0.405501,2.234499,5.51046483239,551.046483239,2.234499,5.51046483239,0.01,0.00405501,false,numeric_mismatch,6.51046483239,6.51046483239,0.813611997314,true,positive,positive,false,false,false,true,false,false,false,false,false,false,false,true,accel_for_1K_e20,COMMON_FACTOR_2_OR_PI,closest_other_field=accel_for_1K_e20
9a233092-d4f6-4160-a7d0-28edb2dbf792,V4,QFT_UNRUH_001,Quantum Field Theory,Llama 3.1 8B Instruct,FAIL,accel_for_1K_e20:MISMATCH;unruh_temp_K:MISMATCH,accel_for_1K_e20;unruh_temp_K,OK,OK,accel_for_1K_e20,2.466083,183,2.466083,180.533917,73.2067481103,7320.67481103,180.533917,73.2067481103,0.01,0.02466083,false,numeric_mismatch,74.2067481103,74.2067481103,1.87044340034,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,,ORDER_OF_MAGNITUDE_GT10X,gt1000_extreme_subset
9a233092-d4f6-4160-a7d0-28edb2dbf792,V4,QFT_UNRUH_001,Quantum Field Theory,Llama 3.1 8B Instruct,FAIL,accel_for_1K_e20:MISMATCH;unruh_temp_K:MISMATCH,accel_for_1K_e20;unruh_temp_K,OK,OK,unruh_temp_K,0.405501,1.12,0.405501,0.714499,1.76201538344,176.201538344,0.714499,1.76201538344,0.01,0.00405501,false,numeric_mismatch,2.76201538344,2.76201538344,0.441226093115,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,
b6b32afe-5f66-490d-a564-dbe0d3ddcd66,V4,QFT_UNRUH_001,Quantum Field Theory,Mistral Small 3.2 24B Instruct,FAIL,accel_for_1K_e20:MISMATCH;unruh_temp_K:MISMATCH,accel_for_1K_e20;unruh_temp_K,OK,OK,unruh_temp_K,0.405501,4.00,0.405501,3.594499,8.86434065514,886.434065514,3.594499,8.86434065514,0.01,0.00405501,false,numeric_mismatch,9.86434065514,9.86434065514,0.994068061772,true,positive,positive,false,false,false,false,true,false,false,false,false,false,false,false,accel_for_1K_e20,DECIMAL_OR_POWER_OF_TEN_SCALE,closest_other_field=accel_for_1K_e20
332b6344-a602-4bd9-be3f-788d8b061d0b,V4,QI_HOLEVO_001,Quantum Information Theory,Ministral 3 8B,FAIL,avg_state_purity:MISMATCH;eigenvalue_large:MISMATCH;holevo_chi_bits:UNPARSEABLE:parse-fail:TokenError,avg_state_purity;eigenvalue_large;holevo_chi_bits,OK,OK,avg_state_purity,0.75,\frac{7}{4},0.75,1,1.33333333333,133.333333333,1,1.33333333333,0.01,0.0075,false,numeric_mismatch,2.33333333333,2.33333333333,0.367976785295,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,eigenvalue_large,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,closest_other_field=eigenvalue_large
35cbf917-fdbe-4d9a-ad8e-72e1515207f8,V4,STAT_LANDAUER_001,Statistical Mechanics,Gemma 3 12B IT,FAIL,landauer_meV:MISMATCH;landauer_zJ:MISMATCH,landauer_meV;landauer_zJ,OK,OK,landauer_zJ,2.870979,29.1,2.870979,26.229021,9.13591530973,913.591530973,26.229021,9.13591530973,0.01,0.02870979,false,numeric_mismatch,10.1359153097,10.1359153097,1.00586297316,true,positive,positive,false,false,false,false,true,false,false,false,false,false,false,false,landauer_meV,DECIMAL_OR_POWER_OF_TEN_SCALE,closest_other_field=landauer_meV
a9f5c35a-ab37-4053-b796-3f9bc9da5c12,V4,STAT_LANDAUER_001,Statistical Mechanics,Mistral NeMo 12B,FAIL,landauer_meV:MISMATCH;landauer_zJ:MISMATCH,landauer_meV;landauer_zJ,OK,OK,landauer_zJ,2.870979,304 \text{ zJ},2.870979,301.129021,104.887225229,10488.7225229,301.129021,104.887225229,0.01,0.02870979,false,numeric_mismatch,105.887225229,105.887225229,2.02484356778,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,landauer_meV,ORDER_OF_MAGNITUDE_GT10X,closest_other_field=landauer_meV;gt1000_extreme_subset
da4ea072-41a1-4b37-b488-090c88c329b3,V4,STAT_LANDAUER_001,Statistical Mechanics,Mistral Small 3.2 24B Instruct,FAIL,landauer_meV:MISMATCH;landauer_zJ:MISMATCH,landauer_meV;landauer_zJ,OK,OK,landauer_zJ,2.870979,28.5,2.870979,25.629021,8.92692736519,892.692736519,25.629021,8.92692736519,0.01,0.02870979,false,numeric_mismatch,9.92692736519,9.92692736519,0.996814844181,true,positive,positive,false,false,false,false,true,false,false,false,false,false,false,false,landauer_meV,DECIMAL_OR_POWER_OF_TEN_SCALE,closest_other_field=landauer_meV
09da2552-f5c9-4b6d-a531-830e1a95ff6b,V5,CM_TOP_001,Classical Mechanics,Llama 3.1 8B Instruct,FAIL,precession_double_spin:MISMATCH;precession_period_s:MISMATCH;precession_rad_s:MISMATCH,precession_double_spin;precession_period_s;precession_rad_s,OK,OK,precession_period_s,1.537171,1005.73,1.537171,1004.192829,653.273337189,65327.3337189,1004.192829,653.273337189,0.01,0.01537171,false,numeric_mismatch,654.273337189,654.273337189,2.81575922238,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,precession_rad_s,ORDER_OF_MAGNITUDE_GT10X,closest_other_field=precession_rad_s;gt1000_extreme_subset
9cabff0f-1401-4d81-a9ab-0c356b747793,V5,CM_TOP_001,Classical Mechanics,Mistral NeMo 12B,FAIL,precession_double_spin:MISMATCH;precession_period_s:MISMATCH;precession_rad_s:MISMATCH,precession_double_spin;precession_period_s;precession_rad_s,OK,OK,precession_period_s,1.537171,75.4 \text{ s},1.537171,73.862829,48.0511465543,4805.11465543,73.862829,48.0511465543,0.01,0.01537171,false,numeric_mismatch,49.0511465543,49.0511465543,1.69064916332,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,precession_rad_s,ORDER_OF_MAGNITUDE_GT10X,closest_other_field=precession_rad_s;gt1000_extreme_subset
5f80e95a-cfa7-40e3-8d99-042b87848d45,V5,COS_AGE_001,Cosmology,Mistral NeMo 12B,FAIL,hubble_time_gyr:MISMATCH;lcdm_age_gyr:MISMATCH;matter_age_gyr:MISMATCH,hubble_time_gyr;lcdm_age_gyr;matter_age_gyr,OK,OK,matter_age_gyr,9.312307,46.67,9.312307,37.357693,4.01164748971,401.164748971,37.357693,4.01164748971,0.01,0.09312307,false,numeric_mismatch,5.01164748971,5.01164748971,0.699980515902,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,hubble_time_gyr,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,closest_other_field=hubble_time_gyr
d1f4f249-9011-47a1-bde1-4890e97d7e39,V5,GR_CHIRP_001,General Relativity,Gemma 4 31B IT,FAIL,chirp_mass_msun:MISMATCH;each_mass_msun:MISMATCH;total_mass_msun:MISMATCH,chirp_mass_msun;each_mass_msun;total_mass_msun,OK,OK,chirp_mass_msun,28,114.58,28,86.58,3.09214285714,309.214285714,86.58,3.09214285714,0.01,0.28,false,numeric_mismatch,4.09214285714,4.09214285714,0.611950786571,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,total_mass_msun,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,closest_other_field=total_mass_msun
