run_id,model,scenario_id,field,gold_value,model_raw,model_eval,verdict,note
82,Llama 3.1 8B Instruct,CM_TOP_001,precession_rad_s,4.0875,1.64,1.64,MISMATCH,numeric
82,Llama 3.1 8B Instruct,CM_TOP_001,precession_period_s,1.537171,0.609,0.609,MISMATCH,numeric
82,Llama 3.1 8B Instruct,CM_TOP_001,precession_double_spin,2.04375,0.82,0.82,MISMATCH,numeric
83,Llama 3.1 8B Instruct,CM_TOP_001,precession_rad_s,4.0875,1.64,1.64,MISMATCH,numeric
83,Llama 3.1 8B Instruct,CM_TOP_001,precession_period_s,1.537171,0.609,0.609,MISMATCH,numeric
83,Llama 3.1 8B Instruct,CM_TOP_001,precession_double_spin,2.04375,0.82,0.82,MISMATCH,numeric
84,Llama 3.1 8B Instruct,CM_TOP_001,precession_rad_s,4.0875,0.0163,0.0163,MISMATCH,numeric
84,Llama 3.1 8B Instruct,CM_TOP_001,precession_period_s,1.537171,384,384.0,MISMATCH,numeric
84,Llama 3.1 8B Instruct,CM_TOP_001,precession_double_spin,2.04375,0.0041,0.0041,MISMATCH,numeric
85,Ministral 3 8B,CM_TOP_001,precession_rad_s,4.0875,4.0875,4.0875,MATCH,numeric
85,Ministral 3 8B,CM_TOP_001,precession_period_s,1.537171,1.537,1.537,MATCH,numeric
85,Ministral 3 8B,CM_TOP_001,precession_double_spin,2.04375,2.04375,2.04375,MATCH,numeric
86,Ministral 3 8B,CM_TOP_001,precession_rad_s,4.0875,4.0875,4.0875,MATCH,numeric
86,Ministral 3 8B,CM_TOP_001,precession_period_s,1.537171,1.538,1.538,MATCH,numeric
86,Ministral 3 8B,CM_TOP_001,precession_double_spin,2.04375,2.04375,2.04375,MATCH,numeric
87,Ministral 3 8B,CM_TOP_001,precession_rad_s,4.0875,"4.09 \, \mathrm{rad/s}",4.09,MATCH,numeric
87,Ministral 3 8B,CM_TOP_001,precession_period_s,1.537171,"1.53 \, \mathrm{s}",1.53,MATCH,numeric
87,Ministral 3 8B,CM_TOP_001,precession_double_spin,2.04375,"2.04 \, \mathrm{rad/s}",2.04,MATCH,numeric
88,Mistral NeMo 12B,CM_TOP_001,precession_rad_s,4.0875,0.8175,0.8175,MISMATCH,numeric
88,Mistral NeMo 12B,CM_TOP_001,precession_period_s,1.537171,7.64,7.64,MISMATCH,numeric
88,Mistral NeMo 12B,CM_TOP_001,precession_double_spin,2.04375,1.635,1.635,MISMATCH,numeric
89,Mistral NeMo 12B,CM_TOP_001,precession_rad_s,4.0875,0.817 \text{ rad/s},0.817,MISMATCH,numeric
89,Mistral NeMo 12B,CM_TOP_001,precession_period_s,1.537171,7.64 \text{ s},7.64,MISMATCH,numeric
89,Mistral NeMo 12B,CM_TOP_001,precession_double_spin,2.04375,0.408 \text{ rad/s},0.408,MISMATCH,numeric
90,Mistral NeMo 12B,CM_TOP_001,precession_rad_s,4.0875,0.0327 \text{ rad/s},0.0327,MISMATCH,numeric
90,Mistral NeMo 12B,CM_TOP_001,precession_period_s,1.537171,192.3 \text{ s},192.3,MISMATCH,numeric
90,Mistral NeMo 12B,CM_TOP_001,precession_double_spin,2.04375,0.01635 \text{ rad/s},0.01635,MISMATCH,numeric
91,Mistral Small 3.2 24B Instruct,CM_TOP_001,precession_rad_s,4.0875,4.0875,4.0875,MATCH,numeric
91,Mistral Small 3.2 24B Instruct,CM_TOP_001,precession_period_s,1.537171,1.526,1.526,MATCH,numeric
91,Mistral Small 3.2 24B Instruct,CM_TOP_001,precession_double_spin,2.04375,2.04375,2.04375,MATCH,numeric
92,NVIDIA Nemotron 3 Nano 30B-A3B,CM_TOP_001,precession_rad_s,4.0875,4.09,4.09,MATCH,numeric
92,NVIDIA Nemotron 3 Nano 30B-A3B,CM_TOP_001,precession_period_s,1.537171,1.54,1.54,MATCH,numeric
92,NVIDIA Nemotron 3 Nano 30B-A3B,CM_TOP_001,precession_double_spin,2.04375,2.04,2.04,MATCH,numeric
95,Gemma 3 12B IT,COS_AGE_001,hubble_time_gyr,13.96846,14.0,14.0,MATCH,numeric
95,Gemma 3 12B IT,COS_AGE_001,matter_age_gyr,9.312307,0.93,0.93,MISMATCH,numeric
95,Gemma 3 12B IT,COS_AGE_001,lcdm_age_gyr,13.466984,13.4,13.4,MATCH,numeric
96,Gemma 3 12B IT,COS_AGE_001,hubble_time_gyr,13.96846,14.0,14.0,MATCH,numeric
96,Gemma 3 12B IT,COS_AGE_001,matter_age_gyr,9.312307,0.93,0.93,MISMATCH,numeric
96,Gemma 3 12B IT,COS_AGE_001,lcdm_age_gyr,13.466984,1.42,1.42,MISMATCH,numeric
97,Gemma 3 27B IT,COS_AGE_001,hubble_time_gyr,13.96846,13.7,13.7,MISMATCH,numeric
97,Gemma 3 27B IT,COS_AGE_001,matter_age_gyr,9.312307,9.13,9.13,MISMATCH,numeric
97,Gemma 3 27B IT,COS_AGE_001,lcdm_age_gyr,13.466984,13.8,13.8,MISMATCH,numeric
98,Gemma 4 31B IT,COS_AGE_001,hubble_time_gyr,13.96846,13.969,13.969,MATCH,numeric
98,Gemma 4 31B IT,COS_AGE_001,matter_age_gyr,9.312307,9.313,9.313,MATCH,numeric
98,Gemma 4 31B IT,COS_AGE_001,lcdm_age_gyr,13.466984,13.467,13.467,MATCH,numeric
99,Granite 4.1 8B,COS_AGE_001,hubble_time_gyr,13.96846,14.7,14.7,MISMATCH,numeric
99,Granite 4.1 8B,COS_AGE_001,matter_age_gyr,9.312307,9.8,9.8,MISMATCH,numeric
99,Granite 4.1 8B,COS_AGE_001,lcdm_age_gyr,13.466984,13.9,13.9,MISMATCH,numeric
100,Granite 4.1 8B,COS_AGE_001,hubble_time_gyr,13.96846,14.7,14.7,MISMATCH,numeric
100,Granite 4.1 8B,COS_AGE_001,matter_age_gyr,9.312307,9.8,9.8,MISMATCH,numeric
100,Granite 4.1 8B,COS_AGE_001,lcdm_age_gyr,13.466984,13.8,13.8,MISMATCH,numeric
101,Granite 4.1 8B,COS_AGE_001,hubble_time_gyr,13.96846,13.2,13.2,MISMATCH,numeric
101,Granite 4.1 8B,COS_AGE_001,matter_age_gyr,9.312307,8.8,8.8,MISMATCH,numeric
101,Granite 4.1 8B,COS_AGE_001,lcdm_age_gyr,13.466984,13.4,13.4,MATCH,numeric
102,Llama 3.1 8B Instruct,COS_AGE_001,hubble_time_gyr,13.96846,1.39,1.39,MISMATCH,numeric
102,Llama 3.1 8B Instruct,COS_AGE_001,matter_age_gyr,9.312307,0.96,0.96,MISMATCH,numeric
102,Llama 3.1 8B Instruct,COS_AGE_001,lcdm_age_gyr,13.466984,13.8,13.8,MISMATCH,numeric
103,Llama 3.1 8B Instruct,COS_AGE_001,hubble_time_gyr,13.96846,13.96,13.96,MATCH,numeric
103,Llama 3.1 8B Instruct,COS_AGE_001,matter_age_gyr,9.312307,9.31,9.31,MATCH,numeric
103,Llama 3.1 8B Instruct,COS_AGE_001,lcdm_age_gyr,13.466984,13.85,13.85,MISMATCH,numeric
104,Llama 3.1 8B Instruct,COS_AGE_001,hubble_time_gyr,13.96846,14.00,14.0,MATCH,numeric
104,Llama 3.1 8B Instruct,COS_AGE_001,matter_age_gyr,9.312307,9.33,9.33,MATCH,numeric
104,Llama 3.1 8B Instruct,COS_AGE_001,lcdm_age_gyr,13.466984,14.00,14.0,MISMATCH,numeric
105,Ministral 3 8B,COS_AGE_001,hubble_time_gyr,13.96846,13.98,13.98,MATCH,numeric
105,Ministral 3 8B,COS_AGE_001,matter_age_gyr,9.312307,9.32,9.32,MATCH,numeric
105,Ministral 3 8B,COS_AGE_001,lcdm_age_gyr,13.466984,13.22,13.22,MISMATCH,numeric
106,Ministral 3 8B,COS_AGE_001,hubble_time_gyr,13.96846,13.97,13.97,MATCH,numeric
106,Ministral 3 8B,COS_AGE_001,matter_age_gyr,9.312307,9.31,9.31,MATCH,numeric
106,Ministral 3 8B,COS_AGE_001,lcdm_age_gyr,13.466984,13.05,13.05,MISMATCH,numeric
107,Ministral 3 8B,COS_AGE_001,hubble_time_gyr,13.96846,13.78,13.78,MISMATCH,numeric
107,Ministral 3 8B,COS_AGE_001,matter_age_gyr,9.312307,9.19,9.19,MISMATCH,numeric
107,Ministral 3 8B,COS_AGE_001,lcdm_age_gyr,13.466984,13.48,13.48,MATCH,numeric
108,Mistral NeMo 12B,COS_AGE_001,hubble_time_gyr,13.96846,13.8 \text{ Gyr},13.8,MISMATCH,numeric
108,Mistral NeMo 12B,COS_AGE_001,matter_age_gyr,9.312307,4.14 \text{ Gyr},4.14,MISMATCH,numeric
108,Mistral NeMo 12B,COS_AGE_001,lcdm_age_gyr,13.466984,4.01 \text{ Gyr},4.01,MISMATCH,numeric
109,Mistral NeMo 12B,COS_AGE_001,hubble_time_gyr,13.96846,14.5 \text{ Gyr},14.5,MISMATCH,numeric
109,Mistral NeMo 12B,COS_AGE_001,matter_age_gyr,9.312307,13.4 \text{ Gyr},13.4,MISMATCH,numeric
109,Mistral NeMo 12B,COS_AGE_001,lcdm_age_gyr,13.466984,13.8 \text{ Gyr},13.8,MISMATCH,numeric
110,Mistral NeMo 12B,COS_AGE_001,hubble_time_gyr,13.96846,13.8 \text{ Gyr},13.8,MISMATCH,numeric
110,Mistral NeMo 12B,COS_AGE_001,matter_age_gyr,9.312307,4.14 \text{ Gyr},4.14,MISMATCH,numeric
110,Mistral NeMo 12B,COS_AGE_001,lcdm_age_gyr,13.466984,4.01 \text{ Gyr},4.01,MISMATCH,numeric
111,Mistral Small 3.2 24B Instruct,COS_AGE_001,hubble_time_gyr,13.96846,14.01,14.01,MATCH,numeric
111,Mistral Small 3.2 24B Instruct,COS_AGE_001,matter_age_gyr,9.312307,9.34,9.34,MATCH,numeric
111,Mistral Small 3.2 24B Instruct,COS_AGE_001,lcdm_age_gyr,13.466984,13.78,13.78,MISMATCH,numeric
115,Gemma 3 12B IT,COS_CMB_001,T_rec_K,3000.225,0.00247,0.00247,MISMATCH,numeric
115,Gemma 3 12B IT,COS_CMB_001,log10_number_ratio,9.125362,9.123,9.123,MATCH,numeric
115,Gemma 3 12B IT,COS_CMB_001,log10_energy_ratio,12.167149,-12.164,-12.164,MISMATCH,numeric
116,Gemma 3 12B IT,COS_CMB_001,T_rec_K,3000.225,0.00247,0.00247,MISMATCH,numeric
116,Gemma 3 12B IT,COS_CMB_001,log10_number_ratio,9.125362,-9.137,-9.137,MISMATCH,numeric
116,Gemma 3 12B IT,COS_CMB_001,log10_energy_ratio,12.167149,-21.320,-21.32,MISMATCH,numeric
117,Gemma 3 12B IT,COS_CMB_001,T_rec_K,3000.225,0.00247,0.00247,MISMATCH,numeric
117,Gemma 3 12B IT,COS_CMB_001,log10_number_ratio,9.125362,-9.123,-9.123,MISMATCH,numeric
117,Gemma 3 12B IT,COS_CMB_001,log10_energy_ratio,12.167149,-12.164,-12.164,MISMATCH,numeric
118,Gemma 3 27B IT,COS_CMB_001,T_rec_K,3000.225,2.476,2.476,MISMATCH,numeric
118,Gemma 3 27B IT,COS_CMB_001,log10_number_ratio,9.125362,9.124,9.124,MATCH,numeric
118,Gemma 3 27B IT,COS_CMB_001,log10_energy_ratio,12.167149,12.166,12.166,MATCH,numeric
119,Gemma 4 31B IT,COS_CMB_001,T_rec_K,3000.225,3000.225,3000.225,MATCH,numeric
119,Gemma 4 31B IT,COS_CMB_001,log10_number_ratio,9.125362,9.12537,9.12537,MATCH,numeric
119,Gemma 4 31B IT,COS_CMB_001,log10_energy_ratio,12.167149,12.16716,12.16716,MATCH,numeric
120,Granite 4.1 8B,COS_CMB_001,T_rec_K,3000.225,"\frac{2.725}{1101} \approx 0.002475\ \text{K},",0.002475,MISMATCH,numeric
120,Granite 4.1 8B,COS_CMB_001,log10_number_ratio,9.125362,"3\log_{10}(1101) \approx 9.124,",9.124,MATCH,numeric
120,Granite 4.1 8B,COS_CMB_001,log10_energy_ratio,12.167149,4\log_{10}(1101) \approx 12.166.,12.166,MATCH,numeric
121,Granite 4.1 8B,COS_CMB_001,T_rec_K,3000.225,"\frac{2.725}{1101} \approx 0.002475\ \text{K},",0.002475,MISMATCH,numeric
121,Granite 4.1 8B,COS_CMB_001,log10_number_ratio,9.125362,"3\log_{10}(1101) \approx 9.124,",9.124,MATCH,numeric
121,Granite 4.1 8B,COS_CMB_001,log10_energy_ratio,12.167149,4\log_{10}(1101) \approx 12.166.,12.166,MATCH,numeric
122,Granite 4.1 8B,COS_CMB_001,T_rec_K,3000.225,"\frac{2.725}{1101} \approx 0.002475\ \text{K},",0.002475,MISMATCH,numeric
122,Granite 4.1 8B,COS_CMB_001,log10_number_ratio,9.125362,"3\log_{10}(1101) \approx 9.124,",9.124,MATCH,numeric
122,Granite 4.1 8B,COS_CMB_001,log10_energy_ratio,12.167149,4\log_{10}(1101) \approx 12.166.,12.166,MATCH,numeric
123,Llama 3.1 8B Instruct,COS_CMB_001,T_rec_K,3000.225,2992.75,2992.75,MATCH,numeric
123,Llama 3.1 8B Instruct,COS_CMB_001,log10_number_ratio,9.125362,-3 \log_{10} (1+1100),,REVIEW,parse-fail:SyntaxError
123,Llama 3.1 8B Instruct,COS_CMB_001,log10_energy_ratio,12.167149,-4 \log_{10} (1+1100),,REVIEW,parse-fail:SyntaxError
124,Llama 3.1 8B Instruct,COS_CMB_001,T_rec_K,3000.225,2995.25,2995.25,MATCH,numeric
124,Llama 3.1 8B Instruct,COS_CMB_001,log10_number_ratio,9.125362,9.123,9.123,MATCH,numeric
124,Llama 3.1 8B Instruct,COS_CMB_001,log10_energy_ratio,12.167149,12.164,12.164,MATCH,numeric
125,Llama 3.1 8B Instruct,COS_CMB_001,T_rec_K,3000.225,3025.675,3025.675,MATCH,numeric
125,Llama 3.1 8B Instruct,COS_CMB_001,log10_number_ratio,9.125362,9.138,9.138,MATCH,numeric
125,Llama 3.1 8B Instruct,COS_CMB_001,log10_energy_ratio,12.167149,12.184,12.184,MATCH,numeric
126,Ministral 3 8B,COS_CMB_001,T_rec_K,3000.225,3000,3000.0,MATCH,numeric
126,Ministral 3 8B,COS_CMB_001,log10_number_ratio,9.125362,9.1242,9.1242,MATCH,numeric
126,Ministral 3 8B,COS_CMB_001,log10_energy_ratio,12.167149,12.1656,12.1656,MATCH,numeric
127,Ministral 3 8B,COS_CMB_001,T_rec_K,3000.225,3000,3000.0,MATCH,numeric
127,Ministral 3 8B,COS_CMB_001,log10_number_ratio,9.125362,9.124,9.124,MATCH,numeric
127,Ministral 3 8B,COS_CMB_001,log10_energy_ratio,12.167149,12.17,12.17,MATCH,numeric
128,Ministral 3 8B,COS_CMB_001,T_rec_K,3000.225,3000,3000.0,MATCH,numeric
128,Ministral 3 8B,COS_CMB_001,log10_number_ratio,9.125362,9.1254,9.1254,MATCH,numeric
128,Ministral 3 8B,COS_CMB_001,log10_energy_ratio,12.167149,12.1672,12.1672,MATCH,numeric
129,Mistral NeMo 12B,COS_CMB_001,T_rec_K,3000.225,0.235 \text{ K},0.235,MISMATCH,numeric
129,Mistral NeMo 12B,COS_CMB_001,log10_number_ratio,9.125362,-0.42,-0.42,MISMATCH,numeric
129,Mistral NeMo 12B,COS_CMB_001,log10_energy_ratio,12.167149,-1.68,-1.68,MISMATCH,numeric
130,Mistral NeMo 12B,COS_CMB_001,T_rec_K,3000.225,3000.25,3000.25,MATCH,numeric
130,Mistral NeMo 12B,COS_CMB_001,log10_number_ratio,9.125362,-3.03,-3.03,MISMATCH,numeric
130,Mistral NeMo 12B,COS_CMB_001,log10_energy_ratio,12.167149,-4.04,-4.04,MISMATCH,numeric
131,Mistral NeMo 12B,COS_CMB_001,T_rec_K,3000.225,3000 \text{ K},3000.0,MATCH,numeric
131,Mistral NeMo 12B,COS_CMB_001,log10_number_ratio,9.125362,3.03,3.03,MISMATCH,numeric
131,Mistral NeMo 12B,COS_CMB_001,log10_energy_ratio,12.167149,4.04,4.04,MISMATCH,numeric
132,Mistral Small 3.2 24B Instruct,COS_CMB_001,T_rec_K,3000.225,2999.725,2999.725,MATCH,numeric
132,Mistral Small 3.2 24B Instruct,COS_CMB_001,log10_number_ratio,9.125362,9.1242,9.1242,MATCH,numeric
132,Mistral Small 3.2 24B Instruct,COS_CMB_001,log10_energy_ratio,12.167149,12.1656,12.1656,MATCH,numeric
133,NVIDIA Nemotron 3 Nano 30B-A3B,COS_CMB_001,T_rec_K,3000.225,3000.2,3000.2,MATCH,numeric
133,NVIDIA Nemotron 3 Nano 30B-A3B,COS_CMB_001,log10_number_ratio,9.125362,9.13,9.13,MATCH,numeric
133,NVIDIA Nemotron 3 Nano 30B-A3B,COS_CMB_001,log10_energy_ratio,12.167149,12.17,12.17,MATCH,numeric
136,Gemma 3 12B IT,COS_DESITTER_001,horizon_gpc,4.282749,42.38,42.38,MISMATCH,numeric
136,Gemma 3 12B IT,COS_DESITTER_001,gh_temp_e30_K,2.757786,0.276,0.276,MISMATCH,numeric
136,Gemma 3 12B IT,COS_DESITTER_001,efolds_to_gh,69.065593,30.00,30.0,MISMATCH,numeric
137,Gemma 3 12B IT,COS_DESITTER_001,horizon_gpc,4.282749,42.37,42.37,MISMATCH,numeric
137,Gemma 3 12B IT,COS_DESITTER_001,gh_temp_e30_K,2.757786,0.276,0.276,MISMATCH,numeric
137,Gemma 3 12B IT,COS_DESITTER_001,efolds_to_gh,69.065593,29.02,29.02,MISMATCH,numeric
138,Gemma 3 12B IT,COS_DESITTER_001,horizon_gpc,4.282749,4.28,4.28,MATCH,numeric
138,Gemma 3 12B IT,COS_DESITTER_001,gh_temp_e30_K,2.757786,27.6,27.6,MISMATCH,numeric
138,Gemma 3 12B IT,COS_DESITTER_001,efolds_to_gh,69.065593,31.0,31.0,MISMATCH,numeric
139,Gemma 3 27B IT,COS_DESITTER_001,horizon_gpc,4.282749,4.28,4.28,MATCH,numeric
139,Gemma 3 27B IT,COS_DESITTER_001,gh_temp_e30_K,2.757786,2.76,2.76,MATCH,numeric
139,Gemma 3 27B IT,COS_DESITTER_001,efolds_to_gh,69.065593,32.19,32.19,MISMATCH,numeric
140,Gemma 4 31B IT,COS_DESITTER_001,horizon_gpc,4.282749,4.283,4.283,MATCH,numeric
140,Gemma 4 31B IT,COS_DESITTER_001,gh_temp_e30_K,2.757786,2.757,2.757,MATCH,numeric
140,Gemma 4 31B IT,COS_DESITTER_001,efolds_to_gh,69.065593,69.05,69.05,MATCH,numeric
141,Granite 4.1 8B,COS_DESITTER_001,horizon_gpc,4.282749,4.28,4.28,MATCH,numeric
141,Granite 4.1 8B,COS_DESITTER_001,gh_temp_e30_K,2.757786,2.75,2.75,MATCH,numeric
141,Granite 4.1 8B,COS_DESITTER_001,efolds_to_gh,69.065593,0.0087,0.0087,MISMATCH,numeric
142,Granite 4.1 8B,COS_DESITTER_001,horizon_gpc,4.282749,4.28,4.28,MATCH,numeric
142,Granite 4.1 8B,COS_DESITTER_001,gh_temp_e30_K,2.757786,2.75,2.75,MATCH,numeric
142,Granite 4.1 8B,COS_DESITTER_001,efolds_to_gh,69.065593,-0.009,-0.009,MISMATCH,numeric
143,Granite 4.1 8B,COS_DESITTER_001,horizon_gpc,4.282749,4.28,4.28,MATCH,numeric
143,Granite 4.1 8B,COS_DESITTER_001,gh_temp_e30_K,2.757786,2.75,2.75,MATCH,numeric
143,Granite 4.1 8B,COS_DESITTER_001,efolds_to_gh,69.065593,69,69.0,MATCH,numeric
145,Llama 3.1 8B Instruct,COS_DESITTER_001,horizon_gpc,4.282749,4.44,4.44,MISMATCH,numeric
145,Llama 3.1 8B Instruct,COS_DESITTER_001,gh_temp_e30_K,2.757786,6.88,6.88,MISMATCH,numeric
145,Llama 3.1 8B Instruct,COS_DESITTER_001,efolds_to_gh,69.065593,-34.6,-34.6,MISMATCH,numeric
146,Llama 3.1 8B Instruct,COS_DESITTER_001,horizon_gpc,4.282749,4.27,4.27,MATCH,numeric
146,Llama 3.1 8B Instruct,COS_DESITTER_001,gh_temp_e30_K,2.757786,1.38,1.38,MISMATCH,numeric
146,Llama 3.1 8B Instruct,COS_DESITTER_001,efolds_to_gh,69.065593,72.3,72.3,MISMATCH,numeric
147,Ministral 3 8B,COS_DESITTER_001,horizon_gpc,4.282749,4.28275,4.28275,MATCH,numeric
147,Ministral 3 8B,COS_DESITTER_001,gh_temp_e30_K,2.757786,27.65,27.65,MISMATCH,numeric
147,Ministral 3 8B,COS_DESITTER_001,efolds_to_gh,69.065593,66.697,66.697,MISMATCH,numeric
148,Ministral 3 8B,COS_DESITTER_001,horizon_gpc,4.282749,4.28,4.28,MATCH,numeric
148,Ministral 3 8B,COS_DESITTER_001,gh_temp_e30_K,2.757786,276.8,276.8,MISMATCH,numeric
148,Ministral 3 8B,COS_DESITTER_001,efolds_to_gh,69.065593,64.37,64.37,MISMATCH,numeric
149,Ministral 3 8B,COS_DESITTER_001,horizon_gpc,4.282749,4.29 \times 10^{4},42900.0,MISMATCH,numeric
149,Ministral 3 8B,COS_DESITTER_001,gh_temp_e30_K,2.757786,2.775 \times 10^{-6},2.7749999999999997e-06,MISMATCH,numeric
149,Ministral 3 8B,COS_DESITTER_001,efolds_to_gh,69.065593,83.6,83.6,MISMATCH,numeric
150,Mistral NeMo 12B,COS_DESITTER_001,horizon_gpc,4.282749,4.52 \text{ Gpc},4.52,MISMATCH,numeric
150,Mistral NeMo 12B,COS_DESITTER_001,gh_temp_e30_K,2.757786,1.35,1.35,MISMATCH,numeric
150,Mistral NeMo 12B,COS_DESITTER_001,efolds_to_gh,69.065593,101.5,101.5,MISMATCH,numeric
151,Mistral NeMo 12B,COS_DESITTER_001,horizon_gpc,4.282749,4.28 \text{ Gpc},4.28,MATCH,numeric
151,Mistral NeMo 12B,COS_DESITTER_001,gh_temp_e30_K,2.757786,1.06 \times 10^{-8},1.06e-08,MISMATCH,numeric
151,Mistral NeMo 12B,COS_DESITTER_001,efolds_to_gh,69.065593,29.4,29.4,MISMATCH,numeric
152,Mistral NeMo 12B,COS_DESITTER_001,horizon_gpc,4.282749,4.40 \text{ Gpc},4.4,MISMATCH,numeric
152,Mistral NeMo 12B,COS_DESITTER_001,gh_temp_e30_K,2.757786,1.23 \times 10^{-30},1.23e-30,MISMATCH,numeric
152,Mistral NeMo 12B,COS_DESITTER_001,efolds_to_gh,69.065593,112.5,112.5,MISMATCH,numeric
153,Mistral Small 3.2 24B Instruct,COS_DESITTER_001,horizon_gpc,4.282749,1.3879 \times 10^{-16},1.3878999999999998e-16,MISMATCH,numeric
153,Mistral Small 3.2 24B Instruct,COS_DESITTER_001,gh_temp_e30_K,2.757786,0.0875,0.0875,MISMATCH,numeric
153,Mistral Small 3.2 24B Instruct,COS_DESITTER_001,efolds_to_gh,69.065593,74.6,74.6,MISMATCH,numeric
154,NVIDIA Nemotron 3 Nano 30B-A3B,COS_DESITTER_001,horizon_gpc,4.282749,4.28,4.28,MATCH,numeric
154,NVIDIA Nemotron 3 Nano 30B-A3B,COS_DESITTER_001,gh_temp_e30_K,2.757786,2.76,2.76,MATCH,numeric
154,NVIDIA Nemotron 3 Nano 30B-A3B,COS_DESITTER_001,efolds_to_gh,69.065593,69.1,69.1,MATCH,numeric
157,Gemma 3 12B IT,COS_DL_001,hubble_distance_mpc,4282.7494,4285.71,4285.71,MATCH,numeric
157,Gemma 3 12B IT,COS_DL_001,dl_linear_mpc,856.54988,857.14,857.14,MATCH,numeric
157,Gemma 3 12B IT,COS_DL_001,dl_lcdm_mpc,989.315111,992.94,992.94,MATCH,numeric
157,Gemma 3 12B IT,COS_DL_001,dl_eds_mpc,899.377374,900.05,900.05,MATCH,numeric
158,Gemma 3 12B IT,COS_DL_001,hubble_distance_mpc,4282.7494,4285.71,4285.71,MATCH,numeric
158,Gemma 3 12B IT,COS_DL_001,dl_linear_mpc,856.54988,857.14,857.14,MATCH,numeric
158,Gemma 3 12B IT,COS_DL_001,dl_lcdm_mpc,989.315111,993.14,993.14,MATCH,numeric
158,Gemma 3 12B IT,COS_DL_001,dl_eds_mpc,899.377374,900.00,900.0,MATCH,numeric
159,Gemma 3 12B IT,COS_DL_001,hubble_distance_mpc,4282.7494,4285.71,4285.71,MATCH,numeric
159,Gemma 3 12B IT,COS_DL_001,dl_linear_mpc,856.54988,857.14,857.14,MATCH,numeric
159,Gemma 3 12B IT,COS_DL_001,dl_lcdm_mpc,989.315111,990.06,990.06,MATCH,numeric
159,Gemma 3 12B IT,COS_DL_001,dl_eds_mpc,899.377374,900.00,900.0,MATCH,numeric
160,Gemma 3 27B IT,COS_DL_001,hubble_distance_mpc,4282.7494,4270,4270.0,MATCH,numeric
160,Gemma 3 27B IT,COS_DL_001,dl_linear_mpc,856.54988,8557,8557.0,MISMATCH,numeric
160,Gemma 3 27B IT,COS_DL_001,dl_lcdm_mpc,989.315111,9883,9883.0,MISMATCH,numeric
160,Gemma 3 27B IT,COS_DL_001,dl_eds_mpc,899.377374,8985,8985.0,MISMATCH,numeric
161,Gemma 4 31B IT,COS_DL_001,hubble_distance_mpc,4282.7494,4282.75,4282.75,MATCH,numeric
161,Gemma 4 31B IT,COS_DL_001,dl_linear_mpc,856.54988,856.55,856.55,MATCH,numeric
161,Gemma 4 31B IT,COS_DL_001,dl_lcdm_mpc,989.315111,989.28,989.28,MATCH,numeric
161,Gemma 4 31B IT,COS_DL_001,dl_eds_mpc,899.377374,899.38,899.38,MATCH,numeric
162,Granite 4.1 8B,COS_DL_001,hubble_distance_mpc,4282.7494,4283.46,4283.46,MATCH,numeric
162,Granite 4.1 8B,COS_DL_001,dl_linear_mpc,856.54988,856.68,856.68,MATCH,numeric
162,Granite 4.1 8B,COS_DL_001,dl_lcdm_mpc,989.315111,989.5,989.5,MATCH,numeric
162,Granite 4.1 8B,COS_DL_001,dl_eds_mpc,899.377374,899.2,899.2,MATCH,numeric
163,Granite 4.1 8B,COS_DL_001,hubble_distance_mpc,4282.7494,4283.46,4283.46,MATCH,numeric
163,Granite 4.1 8B,COS_DL_001,dl_linear_mpc,856.54988,856.68,856.68,MATCH,numeric
163,Granite 4.1 8B,COS_DL_001,dl_lcdm_mpc,989.315111,989.5,989.5,MATCH,numeric
163,Granite 4.1 8B,COS_DL_001,dl_eds_mpc,899.377374,899.2,899.2,MATCH,numeric
164,Llama 3.1 8B Instruct,COS_DL_001,hubble_distance_mpc,4282.7494,4286,4286.0,MATCH,numeric
164,Llama 3.1 8B Instruct,COS_DL_001,dl_linear_mpc,856.54988,857,857.0,MATCH,numeric
164,Llama 3.1 8B Instruct,COS_DL_001,dl_lcdm_mpc,989.315111,904,904.0,MISMATCH,numeric
164,Llama 3.1 8B Instruct,COS_DL_001,dl_eds_mpc,899.377374,879,879.0,MISMATCH,numeric
165,Llama 3.1 8B Instruct,COS_DL_001,hubble_distance_mpc,4282.7494,4286,4286.0,MATCH,numeric
165,Llama 3.1 8B Instruct,COS_DL_001,dl_linear_mpc,856.54988,857,857.0,MATCH,numeric
165,Llama 3.1 8B Instruct,COS_DL_001,dl_lcdm_mpc,989.315111,904,904.0,MISMATCH,numeric
165,Llama 3.1 8B Instruct,COS_DL_001,dl_eds_mpc,899.377374,879,879.0,MISMATCH,numeric
166,Llama 3.1 8B Instruct,COS_DL_001,hubble_distance_mpc,4282.7494,4285.71,4285.71,MATCH,numeric
166,Llama 3.1 8B Instruct,COS_DL_001,dl_linear_mpc,856.54988,857.142,857.142,MATCH,numeric
166,Llama 3.1 8B Instruct,COS_DL_001,dl_lcdm_mpc,989.315111,987.64,987.64,MATCH,numeric
166,Llama 3.1 8B Instruct,COS_DL_001,dl_eds_mpc,899.377374,901.49,901.49,MATCH,numeric
167,Ministral 3 8B,COS_DL_001,hubble_distance_mpc,4282.7494,4285.714,4285.714,MATCH,numeric
