run_id,model_name,block_status,field_index,field_name,raw_value,value_num,value_status
107,Ministral 3 8B,OK,2,lcdm_age_gyr,13.48,13.48,NUMERIC
108,Mistral NeMo 12B,OK,0,hubble_time_gyr,13.8 \text{ Gyr},13.8,NUMERIC
108,Mistral NeMo 12B,OK,1,matter_age_gyr,4.14 \text{ Gyr},4.14,NUMERIC
108,Mistral NeMo 12B,OK,2,lcdm_age_gyr,4.01 \text{ Gyr},4.01,NUMERIC
109,Mistral NeMo 12B,OK,0,hubble_time_gyr,14.5 \text{ Gyr},14.5,NUMERIC
109,Mistral NeMo 12B,OK,1,matter_age_gyr,13.4 \text{ Gyr},13.4,NUMERIC
109,Mistral NeMo 12B,OK,2,lcdm_age_gyr,13.8 \text{ Gyr},13.8,NUMERIC
110,Mistral NeMo 12B,OK,0,hubble_time_gyr,13.8 \text{ Gyr},13.8,NUMERIC
110,Mistral NeMo 12B,OK,1,matter_age_gyr,4.14 \text{ Gyr},4.14,NUMERIC
110,Mistral NeMo 12B,OK,2,lcdm_age_gyr,4.01 \text{ Gyr},4.01,NUMERIC
111,Mistral Small 3.2 24B Instruct,OK,0,hubble_time_gyr,14.01,14.01,NUMERIC
111,Mistral Small 3.2 24B Instruct,OK,1,matter_age_gyr,9.34,9.34,NUMERIC
111,Mistral Small 3.2 24B Instruct,OK,2,lcdm_age_gyr,13.78,13.78,NUMERIC
115,Gemma 3 12B IT,OK,0,T_rec_K,0.00247,0.00247,NUMERIC
115,Gemma 3 12B IT,OK,1,log10_number_ratio,9.123,9.123,NUMERIC
115,Gemma 3 12B IT,OK,2,log10_energy_ratio,-12.164,-12.164,NUMERIC
116,Gemma 3 12B IT,OK,0,T_rec_K,0.00247,0.00247,NUMERIC
116,Gemma 3 12B IT,OK,1,log10_number_ratio,-9.137,-9.137,NUMERIC
116,Gemma 3 12B IT,OK,2,log10_energy_ratio,-21.320,-21.32,NUMERIC
117,Gemma 3 12B IT,OK,0,T_rec_K,0.00247,0.00247,NUMERIC
117,Gemma 3 12B IT,OK,1,log10_number_ratio,-9.123,-9.123,NUMERIC
117,Gemma 3 12B IT,OK,2,log10_energy_ratio,-12.164,-12.164,NUMERIC
118,Gemma 3 27B IT,OK,0,T_rec_K,2.476,2.476,NUMERIC
118,Gemma 3 27B IT,OK,1,log10_number_ratio,9.124,9.124,NUMERIC
118,Gemma 3 27B IT,OK,2,log10_energy_ratio,12.166,12.166,NUMERIC
119,Gemma 4 31B IT,OK,0,T_rec_K,3000.225,3000.225,NUMERIC
119,Gemma 4 31B IT,OK,1,log10_number_ratio,9.12537,9.12537,NUMERIC
119,Gemma 4 31B IT,OK,2,log10_energy_ratio,12.16716,12.16716,NUMERIC
120,Granite 4.1 8B,OK,0,T_rec_K,"\frac{2.725}{1101} \approx 0.002475\ \text{K},",0.002475,NUMERIC
120,Granite 4.1 8B,OK,1,log10_number_ratio,"3\log_{10}(1101) \approx 9.124,",9.124,NUMERIC
120,Granite 4.1 8B,OK,2,log10_energy_ratio,4\log_{10}(1101) \approx 12.166.,12.166,NUMERIC
121,Granite 4.1 8B,OK,0,T_rec_K,"\frac{2.725}{1101} \approx 0.002475\ \text{K},",0.002475,NUMERIC
121,Granite 4.1 8B,OK,1,log10_number_ratio,"3\log_{10}(1101) \approx 9.124,",9.124,NUMERIC
121,Granite 4.1 8B,OK,2,log10_energy_ratio,4\log_{10}(1101) \approx 12.166.,12.166,NUMERIC
122,Granite 4.1 8B,OK,0,T_rec_K,"\frac{2.725}{1101} \approx 0.002475\ \text{K},",0.002475,NUMERIC
122,Granite 4.1 8B,OK,1,log10_number_ratio,"3\log_{10}(1101) \approx 9.124,",9.124,NUMERIC
122,Granite 4.1 8B,OK,2,log10_energy_ratio,4\log_{10}(1101) \approx 12.166.,12.166,NUMERIC
123,Llama 3.1 8B Instruct,OK,0,T_rec_K,2992.75,2992.75,NUMERIC
123,Llama 3.1 8B Instruct,OK,1,log10_number_ratio,-3 \log_{10} (1+1100),,UNSUPPORTED
123,Llama 3.1 8B Instruct,OK,2,log10_energy_ratio,-4 \log_{10} (1+1100),,UNSUPPORTED
124,Llama 3.1 8B Instruct,OK,0,T_rec_K,2995.25,2995.25,NUMERIC
124,Llama 3.1 8B Instruct,OK,1,log10_number_ratio,9.123,9.123,NUMERIC
124,Llama 3.1 8B Instruct,OK,2,log10_energy_ratio,12.164,12.164,NUMERIC
125,Llama 3.1 8B Instruct,OK,0,T_rec_K,3025.675,3025.675,NUMERIC
125,Llama 3.1 8B Instruct,OK,1,log10_number_ratio,9.138,9.138,NUMERIC
125,Llama 3.1 8B Instruct,OK,2,log10_energy_ratio,12.184,12.184,NUMERIC
126,Ministral 3 8B,OK,0,T_rec_K,3000,3000.0,NUMERIC
126,Ministral 3 8B,OK,1,log10_number_ratio,9.1242,9.1242,NUMERIC
126,Ministral 3 8B,OK,2,log10_energy_ratio,12.1656,12.1656,NUMERIC
127,Ministral 3 8B,OK,0,T_rec_K,3000,3000.0,NUMERIC
127,Ministral 3 8B,OK,1,log10_number_ratio,9.124,9.124,NUMERIC
127,Ministral 3 8B,OK,2,log10_energy_ratio,12.17,12.17,NUMERIC
128,Ministral 3 8B,OK,0,T_rec_K,3000,3000.0,NUMERIC
128,Ministral 3 8B,OK,1,log10_number_ratio,9.1254,9.1254,NUMERIC
128,Ministral 3 8B,OK,2,log10_energy_ratio,12.1672,12.1672,NUMERIC
129,Mistral NeMo 12B,OK,0,T_rec_K,0.235 \text{ K},0.235,NUMERIC
129,Mistral NeMo 12B,OK,1,log10_number_ratio,-0.42,-0.42,NUMERIC
129,Mistral NeMo 12B,OK,2,log10_energy_ratio,-1.68,-1.68,NUMERIC
130,Mistral NeMo 12B,OK,0,T_rec_K,3000.25,3000.25,NUMERIC
130,Mistral NeMo 12B,OK,1,log10_number_ratio,-3.03,-3.03,NUMERIC
130,Mistral NeMo 12B,OK,2,log10_energy_ratio,-4.04,-4.04,NUMERIC
131,Mistral NeMo 12B,OK,0,T_rec_K,3000 \text{ K},3000.0,NUMERIC
131,Mistral NeMo 12B,OK,1,log10_number_ratio,3.03,3.03,NUMERIC
131,Mistral NeMo 12B,OK,2,log10_energy_ratio,4.04,4.04,NUMERIC
132,Mistral Small 3.2 24B Instruct,OK,0,T_rec_K,2999.725,2999.725,NUMERIC
132,Mistral Small 3.2 24B Instruct,OK,1,log10_number_ratio,9.1242,9.1242,NUMERIC
132,Mistral Small 3.2 24B Instruct,OK,2,log10_energy_ratio,12.1656,12.1656,NUMERIC
133,NVIDIA Nemotron 3 Nano 30B-A3B,OK,0,T_rec_K,3000.2,3000.2,NUMERIC
133,NVIDIA Nemotron 3 Nano 30B-A3B,OK,1,log10_number_ratio,9.13,9.13,NUMERIC
133,NVIDIA Nemotron 3 Nano 30B-A3B,OK,2,log10_energy_ratio,12.17,12.17,NUMERIC
136,Gemma 3 12B IT,OK,0,horizon_gpc,42.38,42.38,NUMERIC
136,Gemma 3 12B IT,OK,1,gh_temp_e30_K,0.276,0.276,NUMERIC
136,Gemma 3 12B IT,OK,2,efolds_to_gh,30.00,30.0,NUMERIC
137,Gemma 3 12B IT,OK,0,horizon_gpc,42.37,42.37,NUMERIC
137,Gemma 3 12B IT,OK,1,gh_temp_e30_K,0.276,0.276,NUMERIC
137,Gemma 3 12B IT,OK,2,efolds_to_gh,29.02,29.02,NUMERIC
138,Gemma 3 12B IT,OK,0,horizon_gpc,4.28,4.28,NUMERIC
138,Gemma 3 12B IT,OK,1,gh_temp_e30_K,27.6,27.6,NUMERIC
138,Gemma 3 12B IT,OK,2,efolds_to_gh,31.0,31.0,NUMERIC
139,Gemma 3 27B IT,OK,0,horizon_gpc,4.28,4.28,NUMERIC
139,Gemma 3 27B IT,OK,1,gh_temp_e30_K,2.76,2.76,NUMERIC
139,Gemma 3 27B IT,OK,2,efolds_to_gh,32.19,32.19,NUMERIC
140,Gemma 4 31B IT,OK,0,horizon_gpc,4.283,4.283,NUMERIC
140,Gemma 4 31B IT,OK,1,gh_temp_e30_K,2.757,2.757,NUMERIC
140,Gemma 4 31B IT,OK,2,efolds_to_gh,69.05,69.05,NUMERIC
141,Granite 4.1 8B,OK,0,horizon_gpc,4.28,4.28,NUMERIC
141,Granite 4.1 8B,OK,1,gh_temp_e30_K,2.75,2.75,NUMERIC
141,Granite 4.1 8B,OK,2,efolds_to_gh,0.0087,0.0087,NUMERIC
142,Granite 4.1 8B,OK,0,horizon_gpc,4.28,4.28,NUMERIC
142,Granite 4.1 8B,OK,1,gh_temp_e30_K,2.75,2.75,NUMERIC
142,Granite 4.1 8B,OK,2,efolds_to_gh,-0.009,-0.009,NUMERIC
143,Granite 4.1 8B,OK,0,horizon_gpc,4.28,4.28,NUMERIC
143,Granite 4.1 8B,OK,1,gh_temp_e30_K,2.75,2.75,NUMERIC
143,Granite 4.1 8B,OK,2,efolds_to_gh,69,69.0,NUMERIC
145,Llama 3.1 8B Instruct,OK,0,horizon_gpc,4.44,4.44,NUMERIC
145,Llama 3.1 8B Instruct,OK,1,gh_temp_e30_K,6.88,6.88,NUMERIC
145,Llama 3.1 8B Instruct,OK,2,efolds_to_gh,-34.6,-34.6,NUMERIC
146,Llama 3.1 8B Instruct,OK,0,horizon_gpc,4.27,4.27,NUMERIC
146,Llama 3.1 8B Instruct,OK,1,gh_temp_e30_K,1.38,1.38,NUMERIC
146,Llama 3.1 8B Instruct,OK,2,efolds_to_gh,72.3,72.3,NUMERIC
147,Ministral 3 8B,OK,0,horizon_gpc,4.28275,4.28275,NUMERIC
147,Ministral 3 8B,OK,1,gh_temp_e30_K,27.65,27.65,NUMERIC
147,Ministral 3 8B,OK,2,efolds_to_gh,66.697,66.697,NUMERIC
148,Ministral 3 8B,OK,0,horizon_gpc,4.28,4.28,NUMERIC
148,Ministral 3 8B,OK,1,gh_temp_e30_K,276.8,276.8,NUMERIC
148,Ministral 3 8B,OK,2,efolds_to_gh,64.37,64.37,NUMERIC
149,Ministral 3 8B,OK,0,horizon_gpc,4.29 \times 10^{4},42900.0,NUMERIC
149,Ministral 3 8B,OK,1,gh_temp_e30_K,2.775 \times 10^{-6},2.7749999999999997e-06,NUMERIC
149,Ministral 3 8B,OK,2,efolds_to_gh,83.6,83.6,NUMERIC
150,Mistral NeMo 12B,OK,0,horizon_gpc,4.52 \text{ Gpc},4.52,NUMERIC
150,Mistral NeMo 12B,OK,1,gh_temp_e30_K,1.35,1.35,NUMERIC
150,Mistral NeMo 12B,OK,2,efolds_to_gh,101.5,101.5,NUMERIC
151,Mistral NeMo 12B,OK,0,horizon_gpc,4.28 \text{ Gpc},4.28,NUMERIC
151,Mistral NeMo 12B,OK,1,gh_temp_e30_K,1.06 \times 10^{-8},1.06e-08,NUMERIC
151,Mistral NeMo 12B,OK,2,efolds_to_gh,29.4,29.4,NUMERIC
152,Mistral NeMo 12B,OK,0,horizon_gpc,4.40 \text{ Gpc},4.4,NUMERIC
152,Mistral NeMo 12B,OK,1,gh_temp_e30_K,1.23 \times 10^{-30},1.23e-30,NUMERIC
152,Mistral NeMo 12B,OK,2,efolds_to_gh,112.5,112.5,NUMERIC
153,Mistral Small 3.2 24B Instruct,OK,0,horizon_gpc,1.3879 \times 10^{-16},1.3878999999999998e-16,NUMERIC
153,Mistral Small 3.2 24B Instruct,OK,1,gh_temp_e30_K,0.0875,0.0875,NUMERIC
153,Mistral Small 3.2 24B Instruct,OK,2,efolds_to_gh,74.6,74.6,NUMERIC
154,NVIDIA Nemotron 3 Nano 30B-A3B,OK,0,horizon_gpc,4.28,4.28,NUMERIC
154,NVIDIA Nemotron 3 Nano 30B-A3B,OK,1,gh_temp_e30_K,2.76,2.76,NUMERIC
154,NVIDIA Nemotron 3 Nano 30B-A3B,OK,2,efolds_to_gh,69.1,69.1,NUMERIC
157,Gemma 3 12B IT,OK,0,hubble_distance_mpc,4285.71,4285.71,NUMERIC
157,Gemma 3 12B IT,OK,1,dl_linear_mpc,857.14,857.14,NUMERIC
157,Gemma 3 12B IT,OK,2,dl_lcdm_mpc,992.94,992.94,NUMERIC
157,Gemma 3 12B IT,OK,3,dl_eds_mpc,900.05,900.05,NUMERIC
158,Gemma 3 12B IT,OK,0,hubble_distance_mpc,4285.71,4285.71,NUMERIC
158,Gemma 3 12B IT,OK,1,dl_linear_mpc,857.14,857.14,NUMERIC
158,Gemma 3 12B IT,OK,2,dl_lcdm_mpc,993.14,993.14,NUMERIC
158,Gemma 3 12B IT,OK,3,dl_eds_mpc,900.00,900.0,NUMERIC
159,Gemma 3 12B IT,OK,0,hubble_distance_mpc,4285.71,4285.71,NUMERIC
159,Gemma 3 12B IT,OK,1,dl_linear_mpc,857.14,857.14,NUMERIC
159,Gemma 3 12B IT,OK,2,dl_lcdm_mpc,990.06,990.06,NUMERIC
159,Gemma 3 12B IT,OK,3,dl_eds_mpc,900.00,900.0,NUMERIC
160,Gemma 3 27B IT,OK,0,hubble_distance_mpc,4270,4270.0,NUMERIC
160,Gemma 3 27B IT,OK,1,dl_linear_mpc,8557,8557.0,NUMERIC
160,Gemma 3 27B IT,OK,2,dl_lcdm_mpc,9883,9883.0,NUMERIC
160,Gemma 3 27B IT,OK,3,dl_eds_mpc,8985,8985.0,NUMERIC
161,Gemma 4 31B IT,OK,0,hubble_distance_mpc,4282.75,4282.75,NUMERIC
161,Gemma 4 31B IT,OK,1,dl_linear_mpc,856.55,856.55,NUMERIC
161,Gemma 4 31B IT,OK,2,dl_lcdm_mpc,989.28,989.28,NUMERIC
161,Gemma 4 31B IT,OK,3,dl_eds_mpc,899.38,899.38,NUMERIC
162,Granite 4.1 8B,OK,0,hubble_distance_mpc,4283.46,4283.46,NUMERIC
162,Granite 4.1 8B,OK,1,dl_linear_mpc,856.68,856.68,NUMERIC
162,Granite 4.1 8B,OK,2,dl_lcdm_mpc,989.5,989.5,NUMERIC
162,Granite 4.1 8B,OK,3,dl_eds_mpc,899.2,899.2,NUMERIC
163,Granite 4.1 8B,OK,0,hubble_distance_mpc,4283.46,4283.46,NUMERIC
163,Granite 4.1 8B,OK,1,dl_linear_mpc,856.68,856.68,NUMERIC
163,Granite 4.1 8B,OK,2,dl_lcdm_mpc,989.5,989.5,NUMERIC
163,Granite 4.1 8B,OK,3,dl_eds_mpc,899.2,899.2,NUMERIC
164,Llama 3.1 8B Instruct,OK,0,hubble_distance_mpc,4286,4286.0,NUMERIC
164,Llama 3.1 8B Instruct,OK,1,dl_linear_mpc,857,857.0,NUMERIC
164,Llama 3.1 8B Instruct,OK,2,dl_lcdm_mpc,904,904.0,NUMERIC
164,Llama 3.1 8B Instruct,OK,3,dl_eds_mpc,879,879.0,NUMERIC
165,Llama 3.1 8B Instruct,OK,0,hubble_distance_mpc,4286,4286.0,NUMERIC
165,Llama 3.1 8B Instruct,OK,1,dl_linear_mpc,857,857.0,NUMERIC
165,Llama 3.1 8B Instruct,OK,2,dl_lcdm_mpc,904,904.0,NUMERIC
165,Llama 3.1 8B Instruct,OK,3,dl_eds_mpc,879,879.0,NUMERIC
166,Llama 3.1 8B Instruct,OK,0,hubble_distance_mpc,4285.71,4285.71,NUMERIC
166,Llama 3.1 8B Instruct,OK,1,dl_linear_mpc,857.142,857.142,NUMERIC
166,Llama 3.1 8B Instruct,OK,2,dl_lcdm_mpc,987.64,987.64,NUMERIC
166,Llama 3.1 8B Instruct,OK,3,dl_eds_mpc,901.49,901.49,NUMERIC
167,Ministral 3 8B,OK,0,hubble_distance_mpc,4285.714,4285.714,NUMERIC
167,Ministral 3 8B,OK,1,dl_linear_mpc,857.143,857.143,NUMERIC
167,Ministral 3 8B,OK,2,dl_lcdm_mpc,988.96,988.96,NUMERIC
167,Ministral 3 8B,OK,3,dl_eds_mpc,900.00,900.0,NUMERIC
168,Ministral 3 8B,OK,0,hubble_distance_mpc,4282.75,4282.75,NUMERIC
168,Ministral 3 8B,OK,1,dl_linear_mpc,856.55,856.55,NUMERIC
168,Ministral 3 8B,OK,2,dl_lcdm_mpc,988.8,988.8,NUMERIC
168,Ministral 3 8B,OK,3,dl_eds_mpc,900.0,900.0,NUMERIC
169,Ministral 3 8B,OK,0,hubble_distance_mpc,4282.75,4282.75,NUMERIC
169,Ministral 3 8B,OK,1,dl_linear_mpc,856.55,856.55,NUMERIC
169,Ministral 3 8B,OK,2,dl_lcdm_mpc,987.1,987.1,NUMERIC
169,Ministral 3 8B,OK,3,dl_eds_mpc,900.0,900.0,NUMERIC
170,Mistral NeMo 12B,OK,0,hubble_distance_mpc,4316.67 \text{ Mpc},4316.67,NUMERIC
170,Mistral NeMo 12B,OK,1,dl_linear_mpc,0.2 \text{ Mpc},0.2,NUMERIC
170,Mistral NeMo 12B,OK,2,dl_lcdm_mpc,0.23 \text{ Mpc},0.23,NUMERIC
170,Mistral NeMo 12B,OK,3,dl_eds_mpc,0.21 \text{ Mpc},0.21,NUMERIC
171,Mistral NeMo 12B,OK,0,hubble_distance_mpc,4285.71 \text{ Mpc},4285.71,NUMERIC
171,Mistral NeMo 12B,OK,1,dl_linear_mpc,857.14 \text{ Mpc},857.14,NUMERIC
171,Mistral NeMo 12B,OK,2,dl_lcdm_mpc,926.32 \text{ Mpc},926.32,NUMERIC
171,Mistral NeMo 12B,OK,3,dl_eds_mpc,888.89 \text{ Mpc},888.89,NUMERIC
172,Mistral NeMo 12B,OK,0,hubble_distance_mpc,4315.79 \text{ Mpc},4315.79,NUMERIC
172,Mistral NeMo 12B,OK,1,dl_linear_mpc,863.16 \text{ Mpc},863.16,NUMERIC
172,Mistral NeMo 12B,OK,2,dl_lcdm_mpc,928.57 \text{ Mpc},928.57,NUMERIC
172,Mistral NeMo 12B,OK,3,dl_eds_mpc,880.00 \text{ Mpc},880.0,NUMERIC
173,Mistral Small 3.2 24B Instruct,OK,0,hubble_distance_mpc,4285.714,4285.714,NUMERIC
173,Mistral Small 3.2 24B Instruct,OK,1,dl_linear_mpc,857.143,857.143,NUMERIC
173,Mistral Small 3.2 24B Instruct,OK,2,dl_lcdm_mpc,989.222,989.222,NUMERIC
173,Mistral Small 3.2 24B Instruct,OK,3,dl_eds_mpc,900.000,900.0,NUMERIC
174,NVIDIA Nemotron 3 Nano 30B-A3B,OK,0,hubble_distance_mpc,4282.74,4282.74,NUMERIC
174,NVIDIA Nemotron 3 Nano 30B-A3B,OK,1,dl_linear_mpc,856.55,856.55,NUMERIC
174,NVIDIA Nemotron 3 Nano 30B-A3B,OK,2,dl_lcdm_mpc,989.31,989.31,NUMERIC
174,NVIDIA Nemotron 3 Nano 30B-A3B,OK,3,dl_eds_mpc,899.38,899.38,NUMERIC
176,Gemma 3 12B IT,OK,0,chirp_mass_msun,0.195,0.195,NUMERIC
176,Gemma 3 12B IT,OK,1,each_mass_msun,0.276,0.276,NUMERIC
176,Gemma 3 12B IT,OK,2,total_mass_msun,0.552,0.552,NUMERIC
177,Gemma 3 12B IT,OK,0,chirp_mass_msun,0.222,0.222,NUMERIC
177,Gemma 3 12B IT,OK,1,each_mass_msun,0.314,0.314,NUMERIC
177,Gemma 3 12B IT,OK,2,total_mass_msun,0.628,0.628,NUMERIC
178,Gemma 3 12B IT,OK,0,chirp_mass_msun,0.226,0.226,NUMERIC
178,Gemma 3 12B IT,OK,1,each_mass_msun,0.319,0.319,NUMERIC
178,Gemma 3 12B IT,OK,2,total_mass_msun,0.638,0.638,NUMERIC
179,Gemma 3 27B IT,OK,0,chirp_mass_msun,129.85,129.85,NUMERIC
179,Gemma 3 27B IT,OK,1,each_mass_msun,225.85,225.85,NUMERIC
179,Gemma 3 27B IT,OK,2,total_mass_msun,451.7,451.7,NUMERIC
180,Gemma 4 31B IT,OK,0,chirp_mass_msun,2668.2,2668.2,NUMERIC
180,Gemma 4 31B IT,OK,1,each_mass_msun,3064.2,3064.2,NUMERIC
180,Gemma 4 31B IT,OK,2,total_mass_msun,6128.4,6128.4,NUMERIC
181,Granite 4.1 8B,OK,0,chirp_mass_msun,"3.27,",3.27,NUMERIC
181,Granite 4.1 8B,OK,1,each_mass_msun,"1.81,",1.81,NUMERIC
181,Granite 4.1 8B,OK,2,total_mass_msun,3.62.,3.62,NUMERIC
182,Granite 4.1 8B,OK,0,chirp_mass_msun,0.134,0.134,NUMERIC
182,Granite 4.1 8B,OK,1,each_mass_msun,0.154,0.154,NUMERIC
182,Granite 4.1 8B,OK,2,total_mass_msun,0.308,0.308,NUMERIC
183,Granite 4.1 8B,OK,0,chirp_mass_msun,29.3,29.3,NUMERIC
183,Granite 4.1 8B,OK,1,each_mass_msun,33.7,33.7,NUMERIC
183,Granite 4.1 8B,OK,2,total_mass_msun,67.4,67.4,NUMERIC
184,Llama 3.1 8B Instruct,OK,0,chirp_mass_msun,\frac{(1.21 \times 10^{-5}) m_1^{3/8}}{(4.925 \times 10^{-6})},,UNSUPPORTED
184,Llama 3.1 8B Instruct,OK,1,each_mass_msun,1.33,1.33,NUMERIC
184,Llama 3.1 8B Instruct,OK,2,total_mass_msun,2.66,2.66,NUMERIC
186,Llama 3.1 8B Instruct,OK,0,chirp_mass_msun,1.43,1.43,NUMERIC
186,Llama 3.1 8B Instruct,OK,1,each_mass_msun,1.43,1.43,NUMERIC
186,Llama 3.1 8B Instruct,OK,2,total_mass_msun,\mathrm{INVALID},,UNSUPPORTED
189,Ministral 3 8B,OK,0,chirp_mass_msun,0.885,0.885,NUMERIC
189,Ministral 3 8B,OK,1,each_mass_msun,1.04,1.04,NUMERIC
189,Ministral 3 8B,OK,2,total_mass_msun,2.08,2.08,NUMERIC
190,Mistral NeMo 12B,OK,0,chirp_mass_msun,1.23 \times 10^{-3},0.00123,NUMERIC
190,Mistral NeMo 12B,OK,1,each_mass_msun,1.25 \times 10^{-3},0.00125,NUMERIC
190,Mistral NeMo 12B,OK,2,total_mass_msun,2.5 \times 10^{-3},0.0025,NUMERIC
191,Mistral NeMo 12B,OK,0,chirp_mass_msun,6.10 \times 10^{19},6.1e+19,NUMERIC
191,Mistral NeMo 12B,OK,1,each_mass_msun,6.10 \times 10^{19},6.1e+19,NUMERIC
191,Mistral NeMo 12B,OK,2,total_mass_msun,1.22 \times 10^{20},1.22e+20,NUMERIC
192,Mistral NeMo 12B,OK,0,chirp_mass_msun,1.08 \times 10^{-26} \text{ M}_\odot,,UNSUPPORTED
192,Mistral NeMo 12B,OK,1,each_mass_msun,1.44 \times 10^{-10} \text{ M}_\odot,,UNSUPPORTED
192,Mistral NeMo 12B,OK,2,total_mass_msun,2.88 \times 10^{-10} \text{ M}_\odot,,UNSUPPORTED
193,Mistral Small 3.2 24B Instruct,OK,0,chirp_mass_msun,1.0,1.0,NUMERIC
193,Mistral Small 3.2 24B Instruct,OK,1,each_mass_msun,1.1487,1.1487,NUMERIC
193,Mistral Small 3.2 24B Instruct,OK,2,total_mass_msun,2.2974,2.2974,NUMERIC
194,NVIDIA Nemotron 3 Nano 30B-A3B,OK,0,chirp_mass_msun,27.95,27.95,NUMERIC
194,NVIDIA Nemotron 3 Nano 30B-A3B,OK,1,each_mass_msun,32.11,32.11,NUMERIC
194,NVIDIA Nemotron 3 Nano 30B-A3B,OK,2,total_mass_msun,64.22,64.22,NUMERIC
196,Gemma 3 12B IT,OK,0,grav_shift_us_day,454.1,454.1,NUMERIC
196,Gemma 3 12B IT,OK,1,velocity_shift_us_day,-142.9,-142.9,NUMERIC
196,Gemma 3 12B IT,OK,2,net_shift_us_day,311.2,311.2,NUMERIC
197,Gemma 3 12B IT,OK,0,grav_shift_us_day,-14.4,-14.4,NUMERIC
197,Gemma 3 12B IT,OK,1,velocity_shift_us_day,-14.4,-14.4,NUMERIC
197,Gemma 3 12B IT,OK,2,net_shift_us_day,-28.8,-28.8,NUMERIC
198,Gemma 3 12B IT,OK,0,grav_shift_us_day,42.2,42.2,NUMERIC
198,Gemma 3 12B IT,OK,1,velocity_shift_us_day,-42.2,-42.2,NUMERIC
198,Gemma 3 12B IT,OK,2,net_shift_us_day,0,0.0,NUMERIC
199,Gemma 3 27B IT,OK,0,grav_shift_us_day,45.68,45.68,NUMERIC
199,Gemma 3 27B IT,OK,1,velocity_shift_us_day,-7.18,-7.18,NUMERIC
199,Gemma 3 27B IT,OK,2,net_shift_us_day,38.50,38.5,NUMERIC
200,Gemma 4 31B IT,OK,0,grav_shift_us_day,45.73,45.73,NUMERIC
200,Gemma 4 31B IT,OK,1,velocity_shift_us_day,-7.21,-7.21,NUMERIC
200,Gemma 4 31B IT,OK,2,net_shift_us_day,38.52,38.52,NUMERIC
201,Granite 4.1 8B,OK,0,grav_shift_us_day,45.6,45.6,NUMERIC
201,Granite 4.1 8B,OK,1,velocity_shift_us_day,-6.8,-6.8,NUMERIC
201,Granite 4.1 8B,OK,2,net_shift_us_day,38.8,38.8,NUMERIC
202,Granite 4.1 8B,OK,0,grav_shift_us_day,45.8,45.8,NUMERIC
202,Granite 4.1 8B,OK,1,velocity_shift_us_day,-7.2,-7.2,NUMERIC
202,Granite 4.1 8B,OK,2,net_shift_us_day,38.6,38.6,NUMERIC
203,Granite 4.1 8B,OK,0,grav_shift_us_day,45.8,45.8,NUMERIC
203,Granite 4.1 8B,OK,1,velocity_shift_us_day,-7.2,-7.2,NUMERIC
203,Granite 4.1 8B,OK,2,net_shift_us_day,38.6,38.6,NUMERIC
205,Llama 3.1 8B Instruct,OK,0,grav_shift_us_day,38.4,38.4,NUMERIC
205,Llama 3.1 8B Instruct,OK,1,velocity_shift_us_day,-38.4,-38.4,NUMERIC
205,Llama 3.1 8B Instruct,OK,2,net_shift_us_day,-38.4,-38.4,NUMERIC
206,Llama 3.1 8B Instruct,OK,0,grav_shift_us_day,-38.4,-38.4,NUMERIC
206,Llama 3.1 8B Instruct,OK,1,velocity_shift_us_day,45.9,45.9,NUMERIC
206,Llama 3.1 8B Instruct,OK,2,net_shift_us_day,7.5,7.5,NUMERIC
207,Ministral 3 8B,OK,0,grav_shift_us_day,11.3,11.3,NUMERIC
207,Ministral 3 8B,OK,1,velocity_shift_us_day,-72.2,-72.2,NUMERIC
207,Ministral 3 8B,OK,2,net_shift_us_day,-60.9,-60.9,NUMERIC
208,Ministral 3 8B,OK,0,grav_shift_us_day,4.46,4.46,NUMERIC
208,Ministral 3 8B,OK,1,velocity_shift_us_day,-6.91,-6.91,NUMERIC
208,Ministral 3 8B,OK,2,net_shift_us_day,-2.45,-2.45,NUMERIC
209,Ministral 3 8B,OK,0,grav_shift_us_day,44.5,44.5,NUMERIC
209,Ministral 3 8B,OK,1,velocity_shift_us_day,-71.6,-71.6,NUMERIC
209,Ministral 3 8B,OK,2,net_shift_us_day,-27.1,-27.1,NUMERIC
210,Mistral NeMo 12B,OK,0,grav_shift_us_day,-4.47 \text{ ns},-4.47,NUMERIC
210,Mistral NeMo 12B,OK,1,velocity_shift_us_day,-12.16 \text{ ns},-12.16,NUMERIC
210,Mistral NeMo 12B,OK,2,net_shift_us_day,-16.63 \text{ ns},-16.63,NUMERIC
211,Mistral NeMo 12B,OK,0,grav_shift_us_day,-3.87,-3.87,NUMERIC
211,Mistral NeMo 12B,OK,1,velocity_shift_us_day,-1.54,-1.54,NUMERIC
211,Mistral NeMo 12B,OK,2,net_shift_us_day,-2.33,-2.33,NUMERIC
212,Mistral NeMo 12B,OK,0,grav_shift_us_day,-1.56\ \mu\text{s/day},-1.56,NUMERIC
212,Mistral NeMo 12B,OK,1,velocity_shift_us_day,1.56\ \mu\text{s/day},1.56,NUMERIC
212,Mistral NeMo 12B,OK,2,net_shift_us_day,0\ \mu\text{s/day},0.0,NUMERIC
213,Mistral Small 3.2 24B Instruct,OK,0,grav_shift_us_day,144,144.0,NUMERIC
213,Mistral Small 3.2 24B Instruct,OK,1,velocity_shift_us_day,140.5,140.5,NUMERIC
