run_id,model_name,scenario_id
631,Granite 4.1 8B,STAT_BEC_001
632,Llama 3.1 8B Instruct,STAT_BEC_001
633,Llama 3.1 8B Instruct,STAT_BEC_001
634,Llama 3.1 8B Instruct,STAT_BEC_001
635,Ministral 3 8B,STAT_BEC_001
636,Ministral 3 8B,STAT_BEC_001
637,Ministral 3 8B,STAT_BEC_001
638,Mistral NeMo 12B,STAT_BEC_001
639,Mistral NeMo 12B,STAT_BEC_001
640,Mistral NeMo 12B,STAT_BEC_001
641,Mistral Small 3.2 24B Instruct,STAT_BEC_001
642,NVIDIA Nemotron 3 Nano 30B-A3B,STAT_BEC_001
645,Gemma 3 12B IT,STAT_ISING_001
646,Gemma 3 12B IT,STAT_ISING_001
647,Gemma 3 12B IT,STAT_ISING_001
648,Gemma 3 27B IT,STAT_ISING_001
649,Gemma 4 31B IT,STAT_ISING_001
650,Granite 4.1 8B,STAT_ISING_001
651,Granite 4.1 8B,STAT_ISING_001
652,Granite 4.1 8B,STAT_ISING_001
653,Llama 3.1 8B Instruct,STAT_ISING_001
654,Llama 3.1 8B Instruct,STAT_ISING_001
655,Llama 3.1 8B Instruct,STAT_ISING_001
656,Ministral 3 8B,STAT_ISING_001
657,Ministral 3 8B,STAT_ISING_001
658,Ministral 3 8B,STAT_ISING_001
659,Mistral NeMo 12B,STAT_ISING_001
660,Mistral NeMo 12B,STAT_ISING_001
661,Mistral NeMo 12B,STAT_ISING_001
662,Mistral Small 3.2 24B Instruct,STAT_ISING_001
663,NVIDIA Nemotron 3 Nano 30B-A3B,STAT_ISING_001
665,Gemma 3 12B IT,STAT_LANDAUER_001
666,Gemma 3 12B IT,STAT_LANDAUER_001
667,Gemma 3 12B IT,STAT_LANDAUER_001
668,Gemma 3 27B IT,STAT_LANDAUER_001
669,Gemma 4 31B IT,STAT_LANDAUER_001
670,Granite 4.1 8B,STAT_LANDAUER_001
671,Granite 4.1 8B,STAT_LANDAUER_001
672,Granite 4.1 8B,STAT_LANDAUER_001
673,Llama 3.1 8B Instruct,STAT_LANDAUER_001
674,Llama 3.1 8B Instruct,STAT_LANDAUER_001
675,Llama 3.1 8B Instruct,STAT_LANDAUER_001
676,Ministral 3 8B,STAT_LANDAUER_001
677,Ministral 3 8B,STAT_LANDAUER_001
678,Ministral 3 8B,STAT_LANDAUER_001
679,Mistral NeMo 12B,STAT_LANDAUER_001
680,Mistral NeMo 12B,STAT_LANDAUER_001
681,Mistral NeMo 12B,STAT_LANDAUER_001
682,Mistral Small 3.2 24B Instruct,STAT_LANDAUER_001
683,NVIDIA Nemotron 3 Nano 30B-A3B,STAT_LANDAUER_001
686,Gemma 3 12B IT,STAT_NEGT_001
687,Gemma 3 12B IT,STAT_NEGT_001
688,Gemma 3 12B IT,STAT_NEGT_001
689,Gemma 3 27B IT,STAT_NEGT_001
690,Gemma 4 31B IT,STAT_NEGT_001
691,Granite 4.1 8B,STAT_NEGT_001
692,Granite 4.1 8B,STAT_NEGT_001
693,Granite 4.1 8B,STAT_NEGT_001
694,Llama 3.1 8B Instruct,STAT_NEGT_001
695,Llama 3.1 8B Instruct,STAT_NEGT_001
696,Llama 3.1 8B Instruct,STAT_NEGT_001
697,Ministral 3 8B,STAT_NEGT_001
698,Ministral 3 8B,STAT_NEGT_001
699,Ministral 3 8B,STAT_NEGT_001
700,Mistral NeMo 12B,STAT_NEGT_001
701,Mistral NeMo 12B,STAT_NEGT_001
702,Mistral NeMo 12B,STAT_NEGT_001
703,Mistral Small 3.2 24B Instruct,STAT_NEGT_001
704,NVIDIA Nemotron 3 Nano 30B-A3B,STAT_NEGT_001
