span_id,run_id,span_type,status,method,raw_text,normalized_text
3721,127,display_math,REAL,pylatexenc,"\[
\begin{aligned}
\mathrm{T\_rec\_K} &= 3000 \\
\mathrm{log10\_number\_ratio} &= 9.124 \\
\mathrm{log10\_energy\_ratio} &= 12.17
\end{aligned}
\]",T_rec_K = 3000 log10_number_ratio = 9.124 log10_energy_ratio = 12.17
3722,128,display_math,REAL,pylatexenc,"\[
T \propto \frac{1}{a}
\]",T ∝1/a
3723,128,display_math,REAL,pylatexenc,"\[
T(z) = T_0 (1 + z)
\]",T(z) = T_0 (1 + z)
3724,128,display_math,REAL,pylatexenc,"\[
T_{\text{rec}} = T_0 (1 + z_{\text{rec}}) = 2.725 \, \text{K} \times (1 + 1100) = 2.725 \times 1101 \approx 3000 \, \text{K}
\]",T_rec = T_0 (1 + z_rec) = 2.725 K ×(1 + 1100) = 2.725 ×1101 ≈3000 K
3725,128,display_math,REAL,pylatexenc,"\[
n \propto \frac{1}{a^3}
\]",n ∝1/a^3
3726,128,display_math,REAL,pylatexenc,"\[
n(z) = n_0 \left( \frac{a_0}{a} \right)^3 = n_0 (1 + z)^3
\]",n(z) = n_0 ( a_0/a )^3 = n_0 (1 + z)^3
3727,128,display_math,REAL,pylatexenc,"\[
\frac{n(z_{\text{rec}})}{n_0} = (1 + z_{\text{rec}})^3 = (1101)^3
\]",n(z_rec)/n_0 = (1 + z_rec)^3 = (1101)^3
3728,128,display_math,REAL,pylatexenc,"\[
\log_{10} \left( \frac{n(z_{\text{rec}})}{n_0} \right) = 3 \log_{10}(1101)
\]",log_10 ( n(z_rec)/n_0 ) = 3 log_10(1101)
3729,128,display_math,REAL,pylatexenc,"\[
\log_{10}(1101) \approx 3.0418
\]",log_10(1101) ≈3.0418
3730,128,display_math,REAL,pylatexenc,"\[
\log_{10} \left( \frac{n(z_{\text{rec}})}{n_0} \right) \approx 3 \times 3.0418 = 9.1254
\]",log_10 ( n(z_rec)/n_0 ) ≈3 ×3.0418 = 9.1254
3731,128,display_math,REAL,pylatexenc,"\[
\rho = a T^4
\]",ρ= a T^4
3732,128,display_math,REAL,pylatexenc,"\[
\rho \propto \frac{1}{a^4}
\]",ρ∝1/a^4
3733,128,display_math,REAL,pylatexenc,"\[
\rho(z) = \rho_0 \left( \frac{a_0}{a} \right)^4 = \rho_0 (1 + z)^4
\]",ρ(z) = ρ_0 ( a_0/a )^4 = ρ_0 (1 + z)^4
3734,128,display_math,REAL,pylatexenc,"\[
\frac{\rho(z_{\text{rec}})}{\rho_0} = (1 + z_{\text{rec}})^4 = (1101)^4
\]",ρ(z_rec)/ρ_0 = (1 + z_rec)^4 = (1101)^4
3735,128,display_math,REAL,pylatexenc,"\[
\log_{10} \left( \frac{\rho(z_{\text{rec}})}{\rho_0} \right) = 4 \log_{10}(1101) \approx 4 \times 3.0418 = 12.1672
\]",log_10 ( ρ(z_rec)/ρ_0 ) = 4 log_10(1101) ≈4 ×3.0418 = 12.1672
3736,128,display_math,REAL,pylatexenc,"\[
\begin{aligned}
\mathrm{T\_rec\_K} &= 3000 \\
\mathrm{log10\_number\_ratio} &= 9.1254 \\
\mathrm{log10\_energy\_ratio} &= 12.1672 \\
\end{aligned}
\]",T_rec_K = 3000 log10_number_ratio = 9.1254 log10_energy_ratio = 12.1672
3737,129,display_math,REAL,pylatexenc,"\[
   T_{rec} = T_0 (1 + z_{rec})^{-1} = 2.725 \times (1 + 1100)^{-1} \approx 0.235 \text{ K}
   \]",T_rec = T_0 (1 + z_rec)^-1 = 2.725 ×(1 + 1100)^-1 ≈0.235 K
3738,129,display_math,REAL,pylatexenc,"\[
   \frac{n(z_{rec})}{n_0} = (1 + z_{rec})^{-3} \implies \log_{10} \left( \frac{n(z_{rec})}{n_0} \right) = 3 \log_{10} (1 + 1100) \approx -0.42
   \]",n(z_rec)/n_0 = (1 + z_rec)^-3 log_10 ( n(z_rec)/n_0 ) = 3 log_10 (1 + 1100) ≈-0.42
3739,129,display_math,REAL,pylatexenc,"\[
   \frac{\rho(z_{rec})}{\rho_0} = (1 + z_{rec})^{-4} \implies \log_{10} \left( \frac{\rho(z_{rec})}{\rho_0} \right) = 4 \log_{10} (1 + 1100) \approx -1.68
   \]",ρ(z_rec)/ρ_0 = (1 + z_rec)^-4 log_10 ( ρ(z_rec)/ρ_0 ) = 4 log_10 (1 + 1100) ≈-1.68
3740,129,display_math,REAL,pylatexenc,"\[
\begin{aligned}
\mathrm{T\_rec\_K} &= 0.235 \text{ K} \\
\mathrm{log10\_number\_ratio} &= -0.42 \\
\mathrm{log10\_energy\_ratio} &= -1.68
\end{aligned}
\]",T_rec_K = 0.235 K log10_number_ratio = -0.42 log10_energy_ratio = -1.68
3741,129,inline_math,TRIVIAL,none,a,
3742,129,inline_math,REAL,pylatexenc,T_0 = 2.725,T_0 = 2.725
3743,129,inline_math,REAL,pylatexenc,z = 1100,z = 1100
3744,129,inline_math,REAL,pylatexenc,a^{-3},a^-3
3745,129,inline_math,REAL,pylatexenc,a^{-4},a^-4
3746,129,inline_math,REAL,pylatexenc,(1+z),(1+z)
3747,129,inline_math,REAL,pylatexenc,E \propto a^{-1},E ∝a^-1
3748,130,display_math,REAL,pylatexenc,\[T(z) = T_0 (1 + z)\],T(z) = T_0 (1 + z)
3749,130,display_math,REAL,pylatexenc,\[T_{rec} = T_0 (1 + 1100) = 2.725 \times 1100 \text{ K} = 3000.25 \text{ K}\],T_rec = T_0 (1 + 1100) = 2.725 ×1100 K = 3000.25 K
3750,130,display_math,REAL,pylatexenc,\[\frac{n(z)}{n_0} = a^{-3} = (1 + z)^{-3}\],n(z)/n_0 = a^-3 = (1 + z)^-3
3751,130,display_math,REAL,pylatexenc,\[\log_{10} \left( \frac{n(z)}{n_0} \right) = \log_{10} (1 + z)^{-3} = -3 \log_{10} (1 + z)\],log_10 ( n(z)/n_0 ) = log_10 (1 + z)^-3 = -3 log_10 (1 + z)
3752,130,display_math,REAL,pylatexenc,\[\log_{10} \left( \frac{n_{rec}}{n_0} \right) = -3 \log_{10} (1 + 1100) = -3 \log_{10} 1101 \approx -3.03\],log_10 ( n_rec/n_0 ) = -3 log_10 (1 + 1100) = -3 log_10 1101 ≈-3.03
3753,130,display_math,REAL,pylatexenc,\[\frac{\rho(z)}{\rho_0} = a^{-4} = (1 + z)^{-4}\],ρ(z)/ρ_0 = a^-4 = (1 + z)^-4
3754,130,display_math,REAL,pylatexenc,\[\log_{10} \left( \frac{\rho(z)}{\rho_0} \right) = \log_{10} (1 + z)^{-4} = -4 \log_{10} (1 + z)\],log_10 ( ρ(z)/ρ_0 ) = log_10 (1 + z)^-4 = -4 log_10 (1 + z)
3755,130,display_math,REAL,pylatexenc,\[\log_{10} \left( \frac{\rho_{rec}}{\rho_0} \right) = -4 \log_{10} (1 + 1100) = -4 \log_{10} 1101 \approx -4.04\],log_10 ( ρ_rec/ρ_0 ) = -4 log_10 (1 + 1100) = -4 log_10 1101 ≈-4.04
3756,130,display_math,REAL,pylatexenc,"\[
\begin{aligned}
\mathrm{T\_rec\_K} &= 3000.25 \\
\mathrm{log10\_number\_ratio} &= -3.03 \\
\mathrm{log10\_energy\_ratio} &= -4.04
\end{aligned}
\]",T_rec_K = 3000.25 log10_number_ratio = -3.03 log10_energy_ratio = -4.04
3757,130,inline_math,TRIVIAL,none,a,
3758,130,inline_math,REAL,pylatexenc,T_0,T_0
3759,130,inline_math,TRIVIAL,none,z,
3760,130,inline_math,REAL,pylatexenc,z = 1100,z = 1100
3761,130,inline_math,REAL,pylatexenc,a^{-3},a^-3
3762,130,inline_math,REAL,pylatexenc,a^3,a^3
3763,130,inline_math,REAL,pylatexenc,z = 1100,z = 1100
3764,130,inline_math,REAL,pylatexenc,a^{-4},a^-4
3765,130,inline_math,REAL,pylatexenc,T^4,T^4
3766,130,inline_math,REAL,pylatexenc,T \propto a^{-1},T ∝a^-1
3767,130,inline_math,REAL,pylatexenc,\rho \propto a^{-4},ρ∝a^-4
3768,130,inline_math,REAL,pylatexenc,z = 1100,z = 1100
3769,130,inline_math,REAL,pylatexenc,(1+z),(1+z)
3770,130,inline_math,TRIVIAL,none,nT,
3771,130,inline_math,REAL,pylatexenc,n \propto a^{-3},n ∝a^-3
3772,130,inline_math,REAL,pylatexenc,T \propto a^{-1},T ∝a^-1
3773,130,inline_math,REAL,pylatexenc,\rho \propto a^{-4},ρ∝a^-4
3774,131,display_math,REAL,pylatexenc,\[T(z) = T_0 (1 + z)\],T(z) = T_0 (1 + z)
3775,131,display_math,REAL,pylatexenc,\[T_{rec} = T_0 (1 + z_{rec}) = 2.725 \text{ K} \times (1 + 1100) = 2.725 \text{ K} \times 1101 \approx 3000 \text{ K}\],T_rec = T_0 (1 + z_rec) = 2.725 K ×(1 + 1100) = 2.725 K ×1101 ≈3000 K
3776,131,display_math,REAL,pylatexenc,\[\frac{n(z_{rec})}{n_0} = \left(\frac{a_0}{a_{rec}}\right)^3 = (1 + z_{rec})^3\],n(z_rec)/n_0 = (a_0/a_rec )^3 = (1 + z_rec)^3
3777,131,display_math,REAL,pylatexenc,\[\log_{10} \left(\frac{n(z_{rec})}{n_0}\right) = \log_{10} (1 + z_{rec})^3 = 3 \log_{10} (1 + z_{rec}) = 3 \log_{10} 1101 \approx 3.03\],log_10 (n(z_rec)/n_0 ) = log_10 (1 + z_rec)^3 = 3 log_10 (1 + z_rec) = 3 log_10 1101 ≈3.03
3778,131,display_math,REAL,pylatexenc,\[\frac{\rho(z_{rec})}{\rho_0} = \left(\frac{a_0}{a_{rec}}\right)^4 = (1 + z_{rec})^4\],ρ(z_rec)/ρ_0 = (a_0/a_rec )^4 = (1 + z_rec)^4
3779,131,display_math,REAL,pylatexenc,\[\log_{10} \left(\frac{\rho(z_{rec})}{\rho_0}\right) = \log_{10} (1 + z_{rec})^4 = 4 \log_{10} (1 + z_{rec}) = 4 \log_{10} 1101 \approx 4.04\],log_10 (ρ(z_rec)/ρ_0 ) = log_10 (1 + z_rec)^4 = 4 log_10 (1 + z_rec) = 4 log_10 1101 ≈4.04
3780,131,display_math,REAL,pylatexenc,"\[
\begin{aligned}
\mathrm{T\_rec\_K} &= 3000 \text{ K} \\
\mathrm{log10\_number\_ratio} &= 3.03 \\
\mathrm{log10\_energy\_ratio} &= 4.04
\end{aligned}
\]",T_rec_K = 3000 K log10_number_ratio = 3.03 log10_energy_ratio = 4.04
3781,131,inline_math,TRIVIAL,none,a,
3782,131,inline_math,TRIVIAL,none,z,
3783,131,inline_math,REAL,pylatexenc,z = 1100,z = 1100
3784,131,inline_math,REAL,pylatexenc,a^{-3},a^-3
3785,131,inline_math,REAL,pylatexenc,a^{-4},a^-4
3786,131,inline_math,REAL,pylatexenc,(1+z),(1+z)
3787,131,inline_math,REAL,pylatexenc,a^{-1},a^-1
3788,131,inline_math,REAL,pylatexenc,a^{-4},a^-4
3789,131,inline_math,REAL,pylatexenc,a^{-3},a^-3
3790,132,display_math,REAL,pylatexenc,\[ a = \frac{1}{1 + z} \],a = 1/1 + z
3791,132,display_math,REAL,pylatexenc,\[ T(z) = T_0 (1 + z) \],T(z) = T_0 (1 + z)
3792,132,display_math,REAL,pylatexenc,\[ T_{rec} = 2.725 \times (1 + 1100) = 2.725 \times 1101 \],T_rec = 2.725 ×(1 + 1100) = 2.725 ×1101
3793,132,display_math,REAL,pylatexenc,"\[ T_{rec} = 2.725 \times 1101 = 2999.725 \, \text{K} \]",T_rec = 2.725 ×1101 = 2999.725 K
3794,132,display_math,REAL,pylatexenc,\[ n(z) = n_0 \left( \frac{a_0}{a} \right)^3 = n_0 (1 + z)^3 \],n(z) = n_0 ( a_0/a )^3 = n_0 (1 + z)^3
3795,132,display_math,REAL,pylatexenc,\[ \frac{n(z_{rec})}{n_0} = (1 + 1100)^3 = 1101^3 \],n(z_rec)/n_0 = (1 + 1100)^3 = 1101^3
3796,132,display_math,REAL,pylatexenc,\[ \log_{10} \left( \frac{n(z_{rec})}{n_0} \right) = 3 \log_{10}(1101) \],log_10 ( n(z_rec)/n_0 ) = 3 log_10(1101)
3797,132,display_math,REAL,pylatexenc,\[ \log_{10}(1101) \approx 3.0414 \],log_10(1101) ≈3.0414
3798,132,display_math,REAL,pylatexenc,\[ \log_{10} \left( \frac{n(z_{rec})}{n_0} \right) \approx 3 \times 3.0414 = 9.1242 \],log_10 ( n(z_rec)/n_0 ) ≈3 ×3.0414 = 9.1242
3799,132,display_math,REAL,pylatexenc,\[ \rho(z) = \rho_0 \left( \frac{a_0}{a} \right)^4 = \rho_0 (1 + z)^4 \],ρ(z) = ρ_0 ( a_0/a )^4 = ρ_0 (1 + z)^4
3800,132,display_math,REAL,pylatexenc,\[ \frac{\rho(z_{rec})}{\rho_0} = (1 + 1100)^4 = 1101^4 \],ρ(z_rec)/ρ_0 = (1 + 1100)^4 = 1101^4
3801,132,display_math,REAL,pylatexenc,\[ \log_{10} \left( \frac{\rho(z_{rec})}{\rho_0} \right) = 4 \log_{10}(1101) \],log_10 ( ρ(z_rec)/ρ_0 ) = 4 log_10(1101)
3802,132,display_math,REAL,pylatexenc,\[ \log_{10} \left( \frac{\rho(z_{rec})}{\rho_0} \right) \approx 4 \times 3.0414 = 12.1656 \],log_10 ( ρ(z_rec)/ρ_0 ) ≈4 ×3.0414 = 12.1656
3803,132,display_math,REAL,pylatexenc,"\[
\begin{aligned}
\mathrm{T\_rec\_K} &= 2999.725 \\
\mathrm{log10\_number\_ratio} &= 9.1242 \\
\mathrm{log10\_energy\_ratio} &= 12.1656
\end{aligned}
\]",T_rec_K = 2999.725 log10_number_ratio = 9.1242 log10_energy_ratio = 12.1656
3804,133,display_math,REAL,pylatexenc,"\[
T \propto \frac{1}{a}\;,
\]","T ∝1/a ,"
3805,133,display_math,REAL,pylatexenc,"\[
T(z)=T_0\,(1+z).
\]",T(z)=T_0 (1+z).
3806,133,display_math,REAL,pylatexenc,"\[
T_{\rm rec}=2.725\times(1+1100)=2.725\times1101
          = 3000.225\;\text{K}\;\approx\;3000.2\;\text{K}.
\]",T_rec=2.725×(1+1100)=2.725×1101 = 3000.225 K ≈3000.2 K.
3807,133,display_math,REAL,pylatexenc,"\[
n\propto a^{-3}\propto (1+z)^3,
\]","n∝a^-3∝(1+z)^3,"
3808,133,display_math,REAL,pylatexenc,"\[
\frac{n(z_{\rm rec})}{n_0}=(1+z_{\rm rec})^{3}=1101^{3}.
\]",n(z_rec)/n_0=(1+z_rec)^3=1101^3.
3809,133,display_math,REAL,pylatexenc,"\[
\log_{10}\!\left(\frac{n(z_{\rm rec})}{n_0}\right)
   =3\log_{10}(1+z_{\rm rec})
   =3\log_{10}(1101)
   \approx 3\times 3.04184
   \approx 9.13 .
\]",log_10 (n(z_rec)/n_0 ) =3log_10(1+z_rec) =3log_10(1101) ≈3×3.04184 ≈9.13 .
3810,133,display_math,REAL,pylatexenc,"\[
\rho \propto a^{-4}\propto (1+z)^4,
\]","ρ∝a^-4∝(1+z)^4,"
3811,133,display_math,REAL,pylatexenc,"\[
\frac{\rho(z_{\rm rec})}{\rho_0}=(1+z_{\rm rec})^{4}=1101^{4},
\]","ρ(z_rec)/ρ_0=(1+z_rec)^4=1101^4,"
3812,133,display_math,REAL,pylatexenc,"\[
\log_{10}\!\left(\frac{\rho(z_{\rm rec})}{\rho_0}\right)
   =4\log_{10}(1+z_{\rm rec})
   =4\times 3.04184
   \approx 12.17 .
\]",log_10 (ρ(z_rec)/ρ_0 ) =4log_10(1+z_rec) =4×3.04184 ≈12.17 .
3813,133,display_math,REAL,pylatexenc,"\[
\rho = n\langle E\rangle \propto (1+z)^3 \times (1+z) = (1+z)^4 .
\]",ρ= n⟨E⟩∝(1+z)^3 ×(1+z) = (1+z)^4 .
3814,133,display_math,REAL,pylatexenc,"\[
\begin{aligned}
\mathrm{T\_rec\_K} &= 3000.2 \\
\mathrm{log10\_number\_ratio} &= 9.13 \\
\mathrm{log10\_energy\_ratio} &= 12.17
\end{aligned}
\]",T_rec_K = 3000.2 log10_number_ratio = 9.13 log10_energy_ratio = 12.17
3884,136,display_math,REAL,pylatexenc,"\[
\begin{aligned}
\mathrm{horizon\_gpc} &= 42.38 \\
\mathrm{gh\_temp\_e30\_K} &= 0.276 \\
\mathrm{efolds\_to\_gh} &= 30.00
\end{aligned}
\]",horizon_gpc = 42.38 gh_temp_e30_K = 0.276 efolds_to_gh = 30.00
3885,136,inline_math,REAL,pylatexenc,H = 70.0 \text{ km/s/Mpc},H = 70.0 km/s/Mpc
3886,136,inline_math,REAL,pylatexenc,r = c/H,r = c/H
3887,136,inline_math,REAL,pylatexenc,c = 299792458 \text{ m/s},c = 299792458 m/s
3888,136,inline_math,REAL,pylatexenc,H = 70.0 \text{ km/s/Mpc} = 70.0 \times 10^3 \text{ m/s} / (3.086 \times 10^{22} \text{ m}),H = 70.0 km/s/Mpc = 70.0 ×10^3 m/s / (3.086 ×10^22 m)
3889,136,inline_math,REAL,pylatexenc,r = c/H = \frac{299792458 \text{ m/s}}{70.0 \times 10^3 \text{ m/s} / (3.086 \times 10^{22} \text{ m})} = \frac{299792458 \times 3.086 \times 10^{22}}{70.0 \times 10^3} \text{ m} = 1.303 \times 10^{27} \text{ m},r = c/H = 299792458 m/s/70.0 ×10^3 m/s / (3.086 ×10^22 m) = 299792458 ×3.086 ×10^22/70.0 ×10^3 m = 1.303 ×10^27 m
3890,136,inline_math,REAL,pylatexenc,3.086 \times 10^{22},3.086 ×10^22
3891,136,inline_math,REAL,pylatexenc,r \text{ (in Gpc)} = \frac{1.303 \times 10^{27} \text{ m}}{3.086 \times 10^{22} \text{ m/Gpc}} \approx 42.38 \text{ Gpc},r (in Gpc) = 1.303 ×10^27 m/3.086 ×10^22 m/Gpc ≈42.38 Gpc
3892,136,inline_math,REAL,pylatexenc,T = \hbar H / (2\pi k_B),T = ħH / (2πk_B)
3893,136,inline_math,REAL,pylatexenc,10^{-30},10^-30
3894,136,inline_math,REAL,pylatexenc,\hbar = 1.0545718 \times 10^{-34} \text{ J s},ħ= 1.0545718 ×10^-34 J s
3895,136,inline_math,REAL,pylatexenc,k_B = 1.380649 \times 10^{-23} \text{ J/K},k_B = 1.380649 ×10^-23 J/K
3896,136,inline_math,REAL,pylatexenc,H = 70.0 \times 10^3 \text{ m/s} / (3.086 \times 10^{22} \text{ m}) = 2.27 \times 10^{-20} \text{ s}^{-1},H = 70.0 ×10^3 m/s / (3.086 ×10^22 m) = 2.27 ×10^-20 s^-1
3897,136,inline_math,REAL,pylatexenc,T = \frac{\hbar H}{2\pi k_B} = \frac{1.0545718 \times 10^{-34} \text{ J s} \times 2.27 \times 10^{-20} \text{ s}^{-1}}{2\pi \times 1.380649 \times 10^{-23} \text{ J/K}} = \frac{2.394 \times 10^{-54}}{8.686 \times 10^{-23}} \text{ K} = 2.76 \times 10^{-31} \text{ K},T = ħH/2πk_B = 1.0545718 ×10^-34 J s ×2.27 ×10^-20 s^-1/2π×1.380649 ×10^-23 J/K = 2.394 ×10^-54/8.686 ×10^-23 K = 2.76 ×10^-31 K
3898,136,inline_math,REAL,pylatexenc,T \approx 2.76 \times 10^{-31} \text{ K},T ≈2.76 ×10^-31 K
3899,136,inline_math,REAL,pylatexenc,2.76 \times 10^{-30} \times 10^{-1} \text{ K},2.76 ×10^-30 ×10^-1 K
3900,136,inline_math,REAL,pylatexenc,10^{-30},10^-30
3901,136,inline_math,REAL,pylatexenc,T \approx 0.276,T ≈0.276
3902,136,inline_math,REAL,pylatexenc,T_{CMB} = 2.725 \text{ K},T_CMB = 2.725 K
3903,136,inline_math,TRIVIAL,none,N,
3904,136,inline_math,REAL,pylatexenc,T(N) = T_{GH},T(N) = T_GH
3905,136,inline_math,REAL,pylatexenc,T \propto a^{-1},T ∝a^-1
3906,136,inline_math,TRIVIAL,none,a,
3907,136,inline_math,REAL,pylatexenc,a(N) = e^N,a(N) = e^N
3908,136,inline_math,REAL,pylatexenc,T(N) = T_{CMB} / a(N) = T_{CMB} / e^N,T(N) = T_CMB / a(N) = T_CMB / e^N
3909,136,inline_math,TRIVIAL,none,N,
3910,136,inline_math,REAL,pylatexenc,T(N) = T_{GH},T(N) = T_GH
3911,136,inline_math,REAL,pylatexenc,T_{GH} = \frac{T_{CMB}}{e^N},T_GH = T_CMB/e^N
3912,136,inline_math,REAL,pylatexenc,e^N = \frac{T_{CMB}}{T_{GH}} = \frac{2.725 \text{ K}}{2.76 \times 10^{-31} \text{ K}} = 9.87 \times 10^{30},e^N = T_CMB/T_GH = 2.725 K/2.76 ×10^-31 K = 9.87 ×10^30
3913,136,inline_math,REAL,pylatexenc,N = \ln(9.87 \times 10^{30}) \approx 30.00,N = ln(9.87 ×10^30) ≈30.00
3914,136,inline_math,REAL,pylatexenc,T \propto a^{-1},T ∝a^-1
3915,136,inline_math,REAL,pylatexenc,T_{GH},T_GH
3916,137,display_math,REAL,pylatexenc,"\[
\begin{aligned}
\mathrm{horizon\_gpc} &= 42.37 \\
\mathrm{gh\_temp\_e30\_K} &= 0.276 \\
\mathrm{efolds\_to\_gh} &= 29.02
\end{aligned}
\]",horizon_gpc = 42.37 gh_temp_e30_K = 0.276 efolds_to_gh = 29.02
3917,137,inline_math,REAL,pylatexenc,H = 70.0 \text{ km/s/Mpc},H = 70.0 km/s/Mpc
3918,137,inline_math,REAL,pylatexenc,r = c/H,r = c/H
3919,137,inline_math,REAL,pylatexenc,c = 299792458 \text{ m/s},c = 299792458 m/s
3920,137,inline_math,REAL,pylatexenc,H = 70.0 \text{ km/s/Mpc} = 70.0 \times 10^3 \text{ m/s} / (3.086 \times 10^{22} \text{ m}),H = 70.0 km/s/Mpc = 70.0 ×10^3 m/s / (3.086 ×10^22 m)
3921,137,inline_math,REAL,pylatexenc,r = \frac{c}{H} = \frac{299792458 \text{ m/s}}{70.0 \times 10^3 \text{ m/s} / (3.086 \times 10^{22} \text{ m})} = \frac{299792458 \times 3.086 \times 10^{22}}{70.0 \times 10^3} \text{ m} = 1.304 \times 10^{26} \text{ m},r = c/H = 299792458 m/s/70.0 ×10^3 m/s / (3.086 ×10^22 m) = 299792458 ×3.086 ×10^22/70.0 ×10^3 m = 1.304 ×10^26 m
3922,137,inline_math,REAL,pylatexenc,3.086 \times 10^{22},3.086 ×10^22
3923,137,inline_math,REAL,pylatexenc,r \text{ (in Gpc)} = \frac{1.304 \times 10^{26} \text{ m}}{3.086 \times 10^{22} \text{ m/Gpc}} \approx 42.37 \text{ Gpc},r (in Gpc) = 1.304 ×10^26 m/3.086 ×10^22 m/Gpc ≈42.37 Gpc
3924,137,inline_math,REAL,pylatexenc,r \approx 42.37,r ≈42.37
3925,137,inline_math,REAL,pylatexenc,T = \frac{\hbar H}{2\pi k_B},T = ħH/2πk_B
3926,137,inline_math,REAL,pylatexenc,\hbar = 1.0545718 \times 10^{-34} \text{ J s},ħ= 1.0545718 ×10^-34 J s
3927,137,inline_math,REAL,pylatexenc,k_B = 1.380649 \times 10^{-23} \text{ J/K},k_B = 1.380649 ×10^-23 J/K
3928,137,inline_math,REAL,pylatexenc,H = 70.0 \times 10^3 \text{ m/s} / (3.086 \times 10^{22} \text{ m}) \approx 2.27 \times 10^{-18} \text{ s}^{-1},H = 70.0 ×10^3 m/s / (3.086 ×10^22 m) ≈2.27 ×10^-18 s^-1
3929,137,inline_math,REAL,pylatexenc,T = \frac{\hbar H}{2\pi k_B} = \frac{(1.0545718 \times 10^{-34} \text{ J s}) (2.27 \times 10^{-18} \text{ s}^{-1})}{2\pi (1.380649 \times 10^{-23} \text{ J/K})} = \frac{2.40 \times 10^{-52}}{8.69 \times 10^{-23}} \text{ K} \approx 2.76 \times 10^{-29} \text{ K},T = ħH/2πk_B = (1.0545718 ×10^-34 J s) (2.27 ×10^-18 s^-1)/2π(1.380649 ×10^-23 J/K) = 2.40 ×10^-52/8.69 ×10^-23 K ≈2.76 ×10^-29 K
3930,137,inline_math,REAL,pylatexenc,10^{-30},10^-30
3931,137,inline_math,REAL,pylatexenc,T \approx 0.276 \times 10^{-30} \text{ K},T ≈0.276 ×10^-30 K
3932,137,inline_math,REAL,pylatexenc,T_{CMB} = 2.725 \text{ K},T_CMB = 2.725 K
3933,137,inline_math,TRIVIAL,none,N,
3934,137,inline_math,REAL,pylatexenc,T(N) = T_{GH},T(N) = T_GH
3935,137,inline_math,REAL,pylatexenc,T(N) = T_{CMB} a(N)^{-1},T(N) = T_CMB a(N)^-1
3936,137,inline_math,REAL,pylatexenc,a(N) = e^N,a(N) = e^N
3937,137,inline_math,REAL,pylatexenc,T(N) = T_{CMB} e^{-N} = T_{GH},T(N) = T_CMB e^-N = T_GH
3938,137,inline_math,REAL,pylatexenc,e^{-N} = \frac{T_{GH}}{T_{CMB}} = \frac{2.76 \times 10^{-29} \text{ K}}{2.725 \text{ K}} \approx 1.014 \times 10^{-29},e^-N = T_GH/T_CMB = 2.76 ×10^-29 K/2.725 K ≈1.014 ×10^-29
3939,137,inline_math,REAL,pylatexenc,-N = \ln(1.014 \times 10^{-29}) \approx -29.02,-N = ln(1.014 ×10^-29) ≈-29.02
3940,137,inline_math,REAL,pylatexenc,N = 29.02,N = 29.02
3941,137,inline_math,REAL,pylatexenc,\ln(2.725/T_{GH}) = \ln(2.725/(2.76 \times 10^{-29})) \approx 29.02,ln(2.725/T_GH) = ln(2.725/(2.76 ×10^-29)) ≈29.02
3942,138,display_math,REAL,pylatexenc,"\[
\begin{aligned}
\mathrm{horizon\_gpc} &= 4.28 \\
\mathrm{gh\_temp\_e30\_K} &= 27.6 \\
\mathrm{efolds\_to\_gh} &= 31.0
\end{aligned}
\]",horizon_gpc = 4.28 gh_temp_e30_K = 27.6 efolds_to_gh = 31.0
3943,138,inline_math,REAL,pylatexenc,H = 70.0 \text{ km/s/Mpc},H = 70.0 km/s/Mpc
3944,138,inline_math,REAL,pylatexenc,r = c/H,r = c/H
3945,138,inline_math,TRIVIAL,none,H,
3946,138,inline_math,REAL,pylatexenc,H = 70.0 \frac{\text{km}}{\text{s}\cdot\text{Mpc}},H = 70.0 km/s·Mpc
3947,138,inline_math,REAL,pylatexenc,c \approx 3 \times 10^8 \text{ m/s},c ≈3 ×10^8 m/s
3948,138,inline_math,REAL,pylatexenc,1 \text{ Mpc} = 3.086 \times 10^{22} \text{ m},1 Mpc = 3.086 ×10^22 m
3949,138,inline_math,REAL,pylatexenc,H = 70.0 \frac{\text{km}}{\text{s}\cdot\text{Mpc}} = 70.0 \frac{10^3 \text{ m}}{\text{s}\cdot 3.086 \times 10^{22} \text{ m}} \approx 2.27 \times 10^{-20} \text{ s}^{-1},H = 70.0 km/s·Mpc = 70.0 10^3 m/s·3.086 ×10^22 m ≈2.27 ×10^-20 s^-1
3950,138,inline_math,REAL,pylatexenc,r = \frac{c}{H} = \frac{3 \times 10^8 \text{ m/s}}{2.27 \times 10^{-20} \text{ s}^{-1}} \approx 1.32 \times 10^{28} \text{ m},r = c/H = 3 ×10^8 m/s/2.27 ×10^-20 s^-1 ≈1.32 ×10^28 m
3951,138,inline_math,REAL,pylatexenc,1 \text{ Gpc} = 3.086 \times 10^{26} \text{ m},1 Gpc = 3.086 ×10^26 m
3952,138,inline_math,REAL,pylatexenc,r = \frac{1.32 \times 10^{28} \text{ m}}{3.086 \times 10^{26} \text{ m/Gpc}} \approx 4.28 \text{ Gpc},r = 1.32 ×10^28 m/3.086 ×10^26 m/Gpc ≈4.28 Gpc
3953,138,inline_math,REAL,pylatexenc,T = \frac{\hbar H}{2\pi k_B},T = ħH/2πk_B
3954,138,inline_math,REAL,pylatexenc,H = 2.27 \times 10^{-20} \text{ s}^{-1},H = 2.27 ×10^-20 s^-1
