row_key,source_run_id,batch,scenario_id,category,model_name,deterministic_grade,deterministic_pass_binary,extraction_status,helper_status,review_status,error_tags,failed_fields,human_label_if_available,human_label_available,bertscore_full_precision,bertscore_full_recall,bertscore_full_f1,bertscore_no_final_precision,bertscore_no_final_recall,bertscore_no_final_f1,bertscore_full_minus_no_final_f1,candidate_full_text_length_chars,candidate_no_final_text_length_chars,reference_text_length_chars,final_block_removed_candidate,final_block_removed_reference,rouge_l_f1,chrf_score,candidate_reference_length_ratio
V4|GR_PERI_001|Granite 4.1 8B|3ef8d245-f08a-4e4f-b522-65b487e020d0,3ef8d245-f08a-4e4f-b522-65b487e020d0,V4,GR_PERI_001,General Relativity,Granite 4.1 8B,FAIL,0,OK,OK,CLEAN,advance_arcsec_orbit:MISMATCH,advance_arcsec_orbit,,False,-0.39511537551879883,-0.018497662618756294,-0.21232415735721588,-0.39511537551879883,-0.018497662618756294,-0.21232415735721588,0.0,6563,6369,695,True,False,,,9.164028776978418
V4|COS_DESITTER_001|Mistral NeMo 12B|3fdf2a5b-9eab-4eee-b8f4-8e57cbf19d5d,3fdf2a5b-9eab-4eee-b8f4-8e57cbf19d5d,V4,COS_DESITTER_001,Cosmology,Mistral NeMo 12B,FAIL,0,OK,OK,CLEAN,efolds_to_gh:MISMATCH;gh_temp_e30_K:MISMATCH,efolds_to_gh;gh_temp_e30_K,,False,0.41855689883232117,0.7623389959335327,0.5857812762260437,0.6902714967727661,0.7912591099739075,0.7407399415969849,-0.15495866537094116,865,700,632,True,False,,,1.1075949367088607
V2|QFT_G2_001|Granite 4.1 8B|4013320a-823c-4eea-a0f8-eff99460982d,4013320a-823c-4eea-a0f8-eff99460982d,V2,QFT_G2_001,Quantum Field Theory,Granite 4.1 8B,PASS,1,OK,OK,CLEAN,,,,False,-0.23224329948425293,0.2158793956041336,-0.0167066790163517,-0.23224329948425293,0.2158793956041336,-0.0167066790163517,0.0,1816,1675,547,True,False,,,3.0621572212065815
V2|GR_ISCO_001|Granite 4.1 8B|40dd5ad7-5daa-4765-ad81-b279dda17267,40dd5ad7-5daa-4765-ad81-b279dda17267,V2,GR_ISCO_001,General Relativity,Granite 4.1 8B,FAIL,0,OK,OK,CLEAN,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH,f_gw_hz;f_orbital_hz,,False,-0.5096320509910583,-0.08812122792005539,-0.3063206672668457,-0.5096320509910583,-0.08812122792005539,-0.3063206672668457,0.0,3081,2891,734,True,False,,,3.938692098092643
V3|SR_BELL_001|Mistral NeMo 12B|4115b317-b358-4e9f-b8f0-1ec168183806,4115b317-b358-4e9f-b8f0-1ec168183806,V3,SR_BELL_001,Special Relativity,Mistral NeMo 12B,PASS,1,OK,OK,CLEAN,,,,False,0.531791627407074,0.9317846298217773,0.7251842021942139,0.995056688785553,0.9920800924301147,0.9935784339904785,-0.26839423179626465,1005,821,822,True,False,,,0.9987834549878345
V4|CM_KAPITZA_001|Mistral NeMo 12B|422bb7fd-7549-43d4-9c14-1a96a2158a1a,422bb7fd-7549-43d4-9c14-1a96a2158a1a,V4,CM_KAPITZA_001,Classical Mechanics,Mistral NeMo 12B,FAIL,0,OK,OK,CLEAN,f_min_hz:MISMATCH;omega_min_rad_s:MISMATCH,f_min_hz;omega_min_rad_s,,False,0.4158804416656494,0.7778844237327576,0.5916317701339722,0.8279796242713928,0.8260673880577087,0.8273041248321533,-0.23567235469818115,645,487,483,True,False,,,1.0082815734989647
V2|QI_TELEPORT_001|Gemma 4 31B IT|42445057-c8f5-4253-80d2-5a671b2f970e,42445057-c8f5-4253-80d2-5a671b2f970e,V2,QI_TELEPORT_001,Quantum Information Theory,Gemma 4 31B IT,PASS,1,OK,OK,CLEAN,,,,False,0.48511195182800293,0.8924444317817688,0.681927502155304,0.9653800129890442,0.9545938372612,0.9600467681884766,-0.2781192660331726,776,598,603,True,False,,,0.9917081260364843
V2|CM_FOUCAULT_001|Llama 3.1 8B Instruct|43b57069-ea6b-42b1-9339-b978dcf9ad74,43b57069-ea6b-42b1-9339-b978dcf9ad74,V2,CM_FOUCAULT_001,Classical Mechanics,Llama 3.1 8B Instruct,PASS,1,OK,OK,CLEAN,,,,False,0.06785153597593307,0.3400599956512451,0.20165619254112244,0.06785153597593307,0.3400599956512451,0.20165619254112244,0.0,1152,1152,629,False,False,,,1.8314785373608904
V5|QM_RT_001|Llama 3.1 8B Instruct|43ea794a-fa6a-4182-ba45-e3d69a685917,43ea794a-fa6a-4182-ba45-e3d69a685917,V5,QM_RT_001,Quantum Mechanics,Llama 3.1 8B Instruct,FAIL,0,OK,OK,CLEAN,energy_unit_ev:MISMATCH;first_resonance_ev:MISMATCH,energy_unit_ev;first_resonance_ev,,False,0.5868625640869141,0.8691747188568115,0.7249532341957092,0.8934776782989502,0.9022266864776611,0.8980153203010559,-0.17306208610534668,1050,875,867,True,False,,,1.0092272202998847
V2|COS_CMB_001|Gemma 3 27B IT|45f12cf7-3772-421a-8998-b0b7ff23252b,45f12cf7-3772-421a-8998-b0b7ff23252b,V2,COS_CMB_001,Cosmology,Gemma 3 27B IT,PASS,1,OK,OK,CLEAN,,,,False,0.4279995262622833,0.8677159547805786,0.639793872833252,0.8823087811470032,0.91609126329422,0.8993156552314758,-0.2595217823982239,776,584,566,True,False,,,1.0318021201413428
V3|CM_APSIDAL_001|Gemma 4 31B IT|4626221f-f5e2-47b7-9c73-7930e0977b54,4626221f-f5e2-47b7-9c73-7930e0977b54,V3,CM_APSIDAL_001,Classical Mechanics,Gemma 4 31B IT,PASS,1,OK,OK,CLEAN,,,,False,0.3202252686023712,0.8574671149253845,0.576482892036438,0.9419533014297485,0.9571363925933838,0.9496172070503235,-0.3731343150138855,912,631,622,True,False,,,1.0144694533762058
V5|STAT_NEGT_001|Mistral Small 3.2 24B Instruct|4690da56-958f-4964-808a-a6e06eb2b7a0,4690da56-958f-4964-808a-a6e06eb2b7a0,V5,STAT_NEGT_001,Statistical Mechanics,Mistral Small 3.2 24B Instruct,PASS,1,OK,OK,CLEAN,,,,False,0.8572746515274048,0.6471588611602783,0.7506775259971619,0.8654589653015137,0.4594723880290985,0.6556558012962341,0.09502172470092773,898,763,1530,True,False,,,0.49869281045751634
V5|QI_CLONE_001|Gemma 3 12B IT|46f28589-617c-4397-9153-8946229945fd,46f28589-617c-4397-9153-8946229945fd,V5,QI_CLONE_001,Quantum Information Theory,Gemma 3 12B IT,PASS,1,OK,OK,CLEAN,,,,False,0.5357199907302856,0.9069082140922546,0.715694010257721,0.9421181678771973,0.9582573175430298,0.9502578377723694,-0.23456382751464844,908,718,714,True,False,,,1.0056022408963585
V3|COS_DL_001|Mistral Small 3.2 24B Instruct|47ac3873-4e9b-418a-8076-151b5dd3d817,47ac3873-4e9b-418a-8076-151b5dd3d817,V3,COS_DL_001,Cosmology,Mistral Small 3.2 24B Instruct,PASS,1,OK,OK,CLEAN,,,,False,0.4433002173900604,0.8851092457771301,0.6560573577880859,0.9447702169418335,0.9370200634002686,0.9409887790679932,-0.2849314212799072,838,607,611,True,False,,,0.9934533551554828
V4|COS_DESITTER_001|Ministral 3 8B|47b01d7f-0cd5-4d9d-8d26-4e6033183f2d,47b01d7f-0cd5-4d9d-8d26-4e6033183f2d,V4,COS_DESITTER_001,Cosmology,Ministral 3 8B,FAIL,0,OK,OK,CLEAN,gh_temp_e30_K:MISMATCH;horizon_gpc:MISMATCH,gh_temp_e30_K;horizon_gpc,,False,-0.3758367598056793,-0.07245725393295288,-0.22702664136886597,-0.3758367598056793,-0.07245725393295288,-0.22702664136886597,0.0,1765,1598,632,True,False,,,2.528481012658228
V4|COS_DESITTER_001|Gemma 4 31B IT|491a2baf-b665-4ce6-837c-9a9d3c21f9ed,491a2baf-b665-4ce6-837c-9a9d3c21f9ed,V4,COS_DESITTER_001,Cosmology,Gemma 4 31B IT,PASS,1,OK,OK,CLEAN,,,,False,-0.2759111523628235,0.15349797904491425,-0.06891496479511261,-0.2759111523628235,0.15349797904491425,-0.06891496479511261,0.0,2022,1851,632,True,False,,,2.9287974683544302
V4|QM_AB_001|Mistral Small 3.2 24B Instruct|49d13997-4d21-4608-87e8-5450a2ba9422,49d13997-4d21-4608-87e8-5450a2ba9422,V4,QM_AB_001,Quantum Mechanics,Mistral Small 3.2 24B Instruct,FAIL,0,OK,OK,CLEAN,flux_quanta:MISMATCH;fringe_shift:MISMATCH;total_phase_rad:MISMATCH,flux_quanta;fringe_shift;total_phase_rad,,False,0.5263516306877136,0.8675171136856079,0.692274808883667,0.9122766256332397,0.9111168384552002,0.9118402004241943,-0.21956539154052734,835,662,670,True,False,,,0.9880597014925373
V5|QFT_YUKAWA_001|Mistral Small 3.2 24B Instruct|4d767961-f12d-44d9-b1b8-1038e181b506,4d767961-f12d-44d9-b1b8-1038e181b506,V5,QFT_YUKAWA_001,Quantum Field Theory,Mistral Small 3.2 24B Instruct,PASS,1,OK,OK,CLEAN,,,,False,0.5607643723487854,0.9176957607269287,0.7340563535690308,0.9730677008628845,0.9719192385673523,0.9725381135940552,-0.23848176002502441,845,667,668,True,False,,,0.9985029940119761
V3|QFT_CASIMIR_001|Gemma 4 31B IT|4dde1392-4ac8-428c-b9da-6bcc205ea668,4dde1392-4ac8-428c-b9da-6bcc205ea668,V3,QFT_CASIMIR_001,Quantum Field Theory,Gemma 4 31B IT,FAIL,0,OK,OK,CLEAN,energy_per_area_uJ_m2:MISMATCH;pressure_double_d_pa:MISMATCH;pressure_pa:MISMATCH,energy_per_area_uJ_m2;pressure_double_d_pa;pressure_pa,,False,0.7986527681350708,0.5683929324150085,0.6816774606704712,0.8200280666351318,0.29603898525238037,0.5462645888328552,0.13541287183761597,842,647,1357,True,False,,,0.4767870302137067
V3|CM_APSIDAL_001|Mistral NeMo 12B|4e065114-6895-4037-9f9c-d85e9790bfc5,4e065114-6895-4037-9f9c-d85e9790bfc5,V3,CM_APSIDAL_001,Classical Mechanics,Mistral NeMo 12B,FAIL,0,OK,OK,CLEAN,apsidal_n_minus1_deg:MISMATCH;precession_per_period_deg:MISMATCH,apsidal_n_minus1_deg;precession_per_period_deg,,False,0.3263387680053711,0.8415184020996094,0.5726111531257629,0.9502855539321899,0.9275625348091125,0.9390004277229309,-0.36638927459716797,877,608,622,True,False,,,0.977491961414791
V5|GR_CHIRP_001|Gemma 3 12B IT|4e501fd1-d63b-49da-8762-bb963ff46a61,4e501fd1-d63b-49da-8762-bb963ff46a61,V5,GR_CHIRP_001,General Relativity,Gemma 3 12B IT,FAIL,0,OK,OK,CLEAN,chirp_mass_msun:MISMATCH;each_mass_msun:MISMATCH;total_mass_msun:MISMATCH,chirp_mass_msun;each_mass_msun;total_mass_msun,,False,0.5350938439369202,0.789943277835846,0.6601755619049072,0.6559681296348572,0.8133159279823303,0.7339860200881958,-0.07381045818328857,976,806,609,True,False,,,1.3234811165845648
V5|CM_TOP_001|Ministral 3 8B|4e577879-1904-4de8-bf8a-9b6ac84bd4a2,4e577879-1904-4de8-bf8a-9b6ac84bd4a2,V5,CM_TOP_001,Classical Mechanics,Ministral 3 8B,PASS,1,OK,OK,CLEAN,,,,False,0.35506531596183777,0.7781667113304138,0.5592065453529358,0.6710176467895508,0.8033936023712158,0.7368639707565308,-0.17765742540359497,928,732,661,True,False,,,1.107413010590015
V2|SR_ROCKET_001|Gemma 4 31B IT|4e6f8a7e-4f83-4d56-8303-b5235d10c856,4e6f8a7e-4f83-4d56-8303-b5235d10c856,V2,SR_ROCKET_001,Special Relativity,Gemma 4 31B IT,PASS,1,OK,OK,CLEAN,,,,False,0.6004854440689087,0.9070946574211121,0.7500708103179932,0.9672633409500122,0.9649727940559387,0.9661727547645569,-0.21610194444656372,874,713,714,True,False,,,0.9985994397759104
V3|COS_DL_001|Mistral NeMo 12B|4f06ea18-7b13-4c03-a4a7-37036abe296d,4f06ea18-7b13-4c03-a4a7-37036abe296d,V3,COS_DL_001,Cosmology,Mistral NeMo 12B,FAIL,0,OK,OK,CLEAN,dl_eds_mpc:MISMATCH;dl_lcdm_mpc:MISMATCH;dl_linear_mpc:MISMATCH;hubble_distance_mpc:MISMATCH,dl_eds_mpc;dl_lcdm_mpc;dl_linear_mpc;hubble_distance_mpc,,False,0.4037719666957855,0.8370434045791626,0.6125986576080322,0.886929452419281,0.8859776854515076,0.8866381645202637,-0.27403950691223145,849,614,611,True,False,,,1.004909983633388
V5|QI_CLONE_001|Mistral NeMo 12B|515d6719-9a51-42a2-8a2f-90098293df92,515d6719-9a51-42a2-8a2f-90098293df92,V5,QI_CLONE_001,Quantum Information Theory,Mistral NeMo 12B,PASS,1,OK,OK,CLEAN,,,,False,0.27379927039146423,0.5558841824531555,0.41208598017692566,0.5286697745323181,0.5715726017951965,0.5507691502571106,-0.13868317008018494,1149,953,714,True,False,,,1.334733893557423
V3|QM_TUNNEL_001|Mistral NeMo 12B|54448dad-7233-4056-ae08-be960e31c16d,54448dad-7233-4056-ae08-be960e31c16d,V3,QM_TUNNEL_001,Quantum Mechanics,Mistral NeMo 12B,FAIL,0,OK,OK,CLEAN,kappa_L:MISMATCH;kappa_per_nm:UNPARSEABLE:parse-fail:SympifyError;log10_T:MISMATCH;prefactor:MISMATCH,kappa_L;kappa_per_nm;log10_T;prefactor,,False,0.40430399775505066,0.68653404712677,0.5425355434417725,0.7821033596992493,0.7360798716545105,0.759389340877533,-0.2168537974357605,802,600,665,True,False,,,0.9022556390977443
V5|CM_TOP_001|Granite 4.1 8B|5662b68d-3be1-4094-aa82-9419c9d43619,5662b68d-3be1-4094-aa82-9419c9d43619,V5,CM_TOP_001,Classical Mechanics,Granite 4.1 8B,PASS,1,OK,OK,CLEAN,,,,False,-0.37931057810783386,0.0025744058657437563,-0.19409604370594025,-0.37931057810783386,0.0025744058657437563,-0.19409604370594025,0.0,2663,2424,661,True,False,,,3.6671709531013614
V2|QM_BERRY_001|Gemma 3 27B IT|5adb68d3-d803-46a1-ac23-424753a795f6,5adb68d3-d803-46a1-ac23-424753a795f6,V2,QM_BERRY_001,Quantum Mechanics,Gemma 3 27B IT,PASS,1,OK,OK,CLEAN,,,,False,0.5605262517929077,0.8492394685745239,0.701678454875946,0.9397162199020386,0.907302975654602,0.9235884547233582,-0.2219099998474121,692,557,572,True,False,,,0.9737762237762237
V4|QFT_UNRUH_001|Ministral 3 8B|5bd0cc60-5000-4404-a1d2-195f2b59bc02,5bd0cc60-5000-4404-a1d2-195f2b59bc02,V4,QFT_UNRUH_001,Quantum Field Theory,Ministral 3 8B,FAIL,0,OK,OK,CLEAN,accel_for_1K_e20:MISMATCH;unruh_temp_K:MISMATCH,accel_for_1K_e20;unruh_temp_K,,False,0.013006997294723988,0.36793065071105957,0.18565760552883148,0.05426686629652977,0.3799339234828949,0.21324166655540466,-0.02758406102657318,1348,1210,796,True,False,,,1.520100502512563
V2|COS_CMB_001|Mistral NeMo 12B|5bde406e-bcbd-4d75-9974-030635a1f45a,5bde406e-bcbd-4d75-9974-030635a1f45a,V2,COS_CMB_001,Cosmology,Mistral NeMo 12B,FAIL,0,OK,OK,CLEAN,log10_energy_ratio:MISMATCH;log10_number_ratio:MISMATCH,log10_energy_ratio;log10_number_ratio,,False,0.5011258125305176,0.9197264909744263,0.7031574845314026,0.9726212620735168,0.9730362892150879,0.9728729128837585,-0.26971542835235596,748,566,566,True,False,,,1.0
V2|STAT_ISING_001|Granite 4.1 8B|5f22cbbd-f1ee-4af0-aa42-2c057e6b9037,5f22cbbd-f1ee-4af0-aa42-2c057e6b9037,V2,STAT_ISING_001,Statistical Mechanics,Granite 4.1 8B,PASS,1,OK,OK,CLEAN,,,,False,-0.0207215566188097,0.4783152937889099,0.2180231213569641,0.09337523579597473,0.48954248428344727,0.28512319922447205,-0.06710007786750793,1143,983,656,True,False,,,1.4984756097560976
V5|COS_AGE_001|Mistral NeMo 12B|5f80e95a-cfa7-40e3-8d99-042b87848d45,5f80e95a-cfa7-40e3-8d99-042b87848d45,V5,COS_AGE_001,Cosmology,Mistral NeMo 12B,FAIL,0,OK,OK,CLEAN,hubble_time_gyr:MISMATCH;lcdm_age_gyr:MISMATCH;matter_age_gyr:MISMATCH,hubble_time_gyr;lcdm_age_gyr;matter_age_gyr,,False,0.5652163028717041,0.8644995093345642,0.7113699316978455,0.9314109086990356,0.9196083545684814,0.9256247878074646,-0.21425485610961914,822,652,659,True,False,,,0.9893778452200304
V3|SR_BELL_001|Mistral Small 3.2 24B Instruct|612db0fa-8d03-481c-ac03-7c1df757e96a,612db0fa-8d03-481c-ac03-7c1df757e96a,V3,SR_BELL_001,Special Relativity,Mistral Small 3.2 24B Instruct,PASS,1,OK,OK,CLEAN,,,,False,0.5159984827041626,0.902767539024353,0.7032475471496582,0.9685842394828796,0.9559556841850281,0.962324321269989,-0.2590767741203308,989,811,822,True,False,,,0.98661800486618
V5|QFT_YUKAWA_001|Llama 3.1 8B Instruct|613764e6-bc45-4e8d-9e78-630521ca2a16,613764e6-bc45-4e8d-9e78-630521ca2a16,V5,QFT_YUKAWA_001,Quantum Field Theory,Llama 3.1 8B Instruct,PASS,1,OK,OK,CLEAN,,,,False,0.5335451364517212,0.8679136633872986,0.6962704658508301,0.9394155144691467,0.9170901775360107,0.9283480048179626,-0.23207753896713257,835,658,668,True,False,,,0.9850299401197605
V5|QFT_YUKAWA_001|Granite 4.1 8B|61b3ada8-c08a-4081-8967-4f6ba358fb6c,61b3ada8-c08a-4081-8967-4f6ba358fb6c,V5,QFT_YUKAWA_001,Quantum Field Theory,Granite 4.1 8B,PASS,1,OK,OK,CLEAN,,,,False,-0.26262786984443665,0.09661662578582764,-0.08787588030099869,-0.26262786984443665,0.09661662578582764,-0.08787588030099869,0.0,1880,1706,668,True,False,,,2.553892215568862
V3|STAT_BEC_001|Gemma 3 12B IT|61e95544-755c-4b86-9adf-1517dc64f1fc,61e95544-755c-4b86-9adf-1517dc64f1fc,V3,STAT_BEC_001,Statistical Mechanics,Gemma 3 12B IT,FAIL,0,OK,OK,CLEAN,tc_nK:MISMATCH;tc_no_zeta_nK:MISMATCH,tc_nK;tc_no_zeta_nK,,False,0.3846281170845032,0.5612162351608276,0.4723428189754486,0.3846281170845032,0.5612162351608276,0.4723428189754486,0.0,1262,1019,671,True,False,,,1.518628912071535
V3|QM_TUNNEL_001|Gemma 3 27B IT|633ca832-c7c2-4e57-8667-0e5462503514,633ca832-c7c2-4e57-8667-0e5462503514,V3,QM_TUNNEL_001,Quantum Mechanics,Gemma 3 27B IT,FAIL,0,OK,OK,CLEAN,kappa_L:MISMATCH;kappa_per_nm:MISMATCH;log10_T:MISMATCH,kappa_L;kappa_per_nm;log10_T,,False,0.5061041116714478,0.7925838232040405,0.6462510824203491,0.751986563205719,0.8209903836250305,0.7866290807723999,-0.14037799835205078,978,767,665,True,False,,,1.1533834586466165
V3|GR_GPS_001|Llama 3.1 8B Instruct|637b75a5-6869-433d-b669-e89b15b2555e,637b75a5-6869-433d-b669-e89b15b2555e,V3,GR_GPS_001,General Relativity,Llama 3.1 8B Instruct,FAIL,0,OK,OK,CLEAN,grav_shift_us_day:MISMATCH;net_shift_us_day:MISMATCH;velocity_shift_us_day:MISMATCH,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,,False,0.01276786345988512,-0.13108670711517334,-0.058501631021499634,0.01276786345988512,-0.13108670711517334,-0.058501631021499634,0.0,2890,2890,1342,False,False,,,2.1535022354694484
V4|SR_TWIN_001|Mistral Small 3.2 24B Instruct|64764691-9526-41c1-b9f7-85d4db8caf05,64764691-9526-41c1-b9f7-85d4db8caf05,V4,SR_TWIN_001,Special Relativity,Mistral Small 3.2 24B Instruct,PASS,1,OK,OK,CLEAN,,,,False,0.5427454113960266,0.9434260129928589,0.7364532351493835,0.9761919975280762,0.9782003164291382,0.9772330522537231,-0.2407798171043396,1076,866,863,True,False,,,1.0034762456546928
V4|SR_TWIN_001|Granite 4.1 8B|660bac8a-431e-4e1e-a1b0-4327460893b8,660bac8a-431e-4e1e-a1b0-4327460893b8,V4,SR_TWIN_001,Special Relativity,Granite 4.1 8B,PASS,1,OK,OK,CLEAN,,,,False,-0.3416900634765625,0.026190105825662613,-0.16293056309223175,-0.3416900634765625,0.026190105825662613,-0.16293056309223175,0.0,2508,2297,863,True,False,,,2.6616454229432214
V5|COS_AGE_001|Gemma 3 27B IT|672d5859-333f-4a64-a9bf-0605af9f8987,672d5859-333f-4a64-a9bf-0605af9f8987,V5,COS_AGE_001,Cosmology,Gemma 3 27B IT,FAIL,0,OK,OK,CLEAN,lcdm_age_gyr:MISMATCH,lcdm_age_gyr,,False,0.585357666015625,0.8993495106697083,0.7384436726570129,0.9388357400894165,0.950864851474762,0.9449343085289001,-0.2064906358718872,838,667,659,True,False,,,1.0121396054628224
V5|GR_CHIRP_001|Mistral Small 3.2 24B Instruct|6829aa30-fc54-4ffc-9602-72f72f6cd43d,6829aa30-fc54-4ffc-9602-72f72f6cd43d,V5,GR_CHIRP_001,General Relativity,Mistral Small 3.2 24B Instruct,FAIL,0,OK,OK,CLEAN,chirp_mass_msun:MISMATCH;each_mass_msun:MISMATCH;total_mass_msun:MISMATCH,chirp_mass_msun;each_mass_msun;total_mass_msun,,False,0.6347686648368835,0.9211721420288086,0.7747526168823242,0.9510633945465088,0.956637978553772,0.9539243578910828,-0.17917174100875854,785,611,609,True,False,,,1.0032840722495895
V2|CM_FOUCAULT_001|Gemma 3 12B IT|683d993d-776a-4d0a-8d7b-5f3955ff7ec2,683d993d-776a-4d0a-8d7b-5f3955ff7ec2,V2,CM_FOUCAULT_001,Classical Mechanics,Gemma 3 12B IT,PASS,1,OK,OK,CLEAN,,,,False,0.4430182874202728,0.8641125559806824,0.6462164521217346,0.9347021579742432,0.9223037362098694,0.9286125302314758,-0.2823960781097412,805,619,629,True,False,,,0.9841017488076311
V5|QFT_YUKAWA_001|Mistral NeMo 12B|68d0c843-5e37-4256-a9d7-76a6d8498500,68d0c843-5e37-4256-a9d7-76a6d8498500,V5,QFT_YUKAWA_001,Quantum Field Theory,Mistral NeMo 12B,FAIL,0,OK,OK,CLEAN,nonreduced_fm:MISMATCH,nonreduced_fm,,False,0.5184768438339233,0.8490940928459167,0.679449737071991,0.9214751720428467,0.8947609663009644,0.9082361459732056,-0.2287864089012146,845,665,668,True,False,,,0.9955089820359282
V3|QM_TUNNEL_001|Ministral 3 8B|69105aad-c0ce-42d1-bb33-a335484e353a,69105aad-c0ce-42d1-bb33-a335484e353a,V3,QM_TUNNEL_001,Quantum Mechanics,Ministral 3 8B,FAIL,0,OK,OK,CLEAN,kappa_L:MISMATCH;kappa_per_nm:MISMATCH;log10_T:MISMATCH,kappa_L;kappa_per_nm;log10_T,,False,0.2690958082675934,0.5193794965744019,0.3922930061817169,0.2690958082675934,0.5193794965744019,0.3922930061817169,0.0,1110,898,665,True,False,,,1.350375939849624
V5|QM_RT_001|Granite 4.1 8B|698e3aa7-d0c7-4c5b-9780-4b6e5f0a739f,698e3aa7-d0c7-4c5b-9780-4b6e5f0a739f,V5,QM_RT_001,Quantum Mechanics,Granite 4.1 8B,FAIL,0,OK,OK,CLEAN,energy_unit_ev:MISMATCH;first_resonance_ev:MISMATCH;n_lowest:MISMATCH,energy_unit_ev;first_resonance_ev;n_lowest,,False,-0.3799324631690979,-0.11326643079519272,-0.24835267663002014,-0.3799324631690979,-0.11326643079519272,-0.24835267663002014,0.0,2853,2677,867,True,False,,,3.0876585928489044
V3|GR_GPS_001|Mistral NeMo 12B|69fbc5d3-4c42-43a5-bee4-fd591d229ef9,69fbc5d3-4c42-43a5-bee4-fd591d229ef9,V3,GR_GPS_001,General Relativity,Mistral NeMo 12B,FAIL,0,OK,OK,CLEAN,grav_shift_us_day:MISMATCH;net_shift_us_day:MISMATCH;velocity_shift_us_day:MISMATCH,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,,False,0.21588382124900818,0.17183293402194977,0.19507288932800293,0.20418144762516022,0.09970039874315262,0.15278103947639465,0.042291849851608276,1172,979,1342,True,False,,,0.7295081967213115
V2|GR_ISCO_001|Ministral 3 8B|6a0624c3-57f8-4327-8206-731c8c16e32e,6a0624c3-57f8-4327-8206-731c8c16e32e,V2,GR_ISCO_001,General Relativity,Ministral 3 8B,FAIL,0,OK,OK,CLEAN,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH;r_isco_km:MISMATCH,f_gw_hz;f_orbital_hz;r_isco_km,,False,-0.2069767862558365,0.17832447588443756,-0.020199451595544815,-0.2069767862558365,0.17832447588443756,-0.020199451595544815,0.0,1532,1283,734,True,False,,,1.7479564032697548
V2|CM_FOUCAULT_001|Granite 4.1 8B|6a439759-2c09-40f5-b714-5f0905b08611,6a439759-2c09-40f5-b714-5f0905b08611,V2,CM_FOUCAULT_001,Classical Mechanics,Granite 4.1 8B,PASS,1,OK,OK,CLEAN,,,,False,-0.21662811934947968,0.3795681595802307,0.06529010832309723,-0.21662811934947968,0.3795681595802307,0.06529010832309723,0.0,1516,1334,629,True,False,,,2.120826709062003
V3|QI_WERNER_001|Gemma 3 12B IT|6c48eb8a-bf99-4ad6-9a55-a3097ce5d672,6c48eb8a-bf99-4ad6-9a55-a3097ce5d672,V3,QI_WERNER_001,Quantum Information Theory,Gemma 3 12B IT,PASS,1,OK,OK,CLEAN,,,,False,0.41453760862350464,0.8857491612434387,0.6407975554466248,0.9180607795715332,0.9449074268341064,0.93156498670578,-0.2907674312591553,982,742,732,True,False,,,1.0136612021857923
V4|CM_KAPITZA_001|Ministral 3 8B|6cf088ae-d374-4809-90c5-c1620139f384,6cf088ae-d374-4809-90c5-c1620139f384,V4,CM_KAPITZA_001,Classical Mechanics,Ministral 3 8B,FAIL,0,OK,OK,CLEAN,f_min_hz:MISMATCH;omega_min_rad_s:MISMATCH,f_min_hz;omega_min_rad_s,,False,-0.1108299195766449,0.4233677387237549,0.14366169273853302,-0.0012685440015047789,0.43949827551841736,0.2109849601984024,-0.06732326745986938,884,749,483,True,False,,,1.5507246376811594
V4|SR_TWIN_001|Ministral 3 8B|6d501bde-1cd3-4665-a659-90dc6642c4eb,6d501bde-1cd3-4665-a659-90dc6642c4eb,V4,SR_TWIN_001,Special Relativity,Ministral 3 8B,PASS,1,OK,OK,CLEAN,,,,False,0.4854101538658142,0.8894052505493164,0.6806772947311401,0.9090567827224731,0.9218905568122864,0.9156041741371155,-0.23492687940597534,1088,872,863,True,False,,,1.0104287369640788
V4|SR_TWIN_001|Gemma 4 31B IT|6e7e34c6-5aed-4b2b-a274-52a989157449,6e7e34c6-5aed-4b2b-a274-52a989157449,V4,SR_TWIN_001,Special Relativity,Gemma 4 31B IT,PASS,1,OK,OK,CLEAN,,,,False,0.5335224866867065,0.9373946785926819,0.7287158370018005,0.9761919975280762,0.9782003164291382,0.9772330522537231,-0.2485172152519226,1077,866,863,True,False,,,1.0034762456546928
V5|GR_CHIRP_001|Gemma 3 27B IT|6ecc80ca-aa29-4a0d-bf5b-af046104b848,6ecc80ca-aa29-4a0d-bf5b-af046104b848,V5,GR_CHIRP_001,General Relativity,Gemma 3 27B IT,FAIL,0,OK,OK,CLEAN,chirp_mass_msun:MISMATCH;each_mass_msun:MISMATCH;total_mass_msun:MISMATCH,chirp_mass_msun;each_mass_msun;total_mass_msun,,False,0.09001179039478302,0.31532686948776245,0.20150361955165863,0.1740073710680008,0.3363144099712372,0.25510796904563904,-0.05360434949398041,1131,959,609,True,False,,,1.5747126436781609
