card_id,suggested_gate,source_run_id,batch,scenario_id,category,model_name,field_name,expected_value,extracted_value,abs_error,rel_error,rel_error_percent,abs_extracted_over_expected_ratio,signed_extracted_over_expected_ratio,log10_abs_ratio,original_rel_tolerance,original_abs_tolerance,sign_match,preliminary_failure_pattern,possible_factor_2_error,possible_factor_pi_error,possible_factor_10_error,possible_factor_100_error,possible_factor_1000_error,possible_reciprocal_error,possible_sign_flip,possible_unit_scale_error,possible_wrong_field_scale,closest_wrong_field_if_available,original_error_tags,original_failed_fields,plus_one_pp_secondary_category,bertscore_reasoning_only_v2_f1,rouge_l_f1,chrf_score,roscoe_reasoning_alignment,plain_english_diagnosis,audit_question,recommended_manual_decision_options,duplicate_cluster_note
Card 027,POWER_OF_TEN_SCALE_GATE,4dde1392-4ac8-428c-b9da-6bcc205ea668,V3,QFT_CASIMIR_001,Quantum Field Theory,Gemma 4 31B IT,energy_per_area_uJ_m2,0.433375,4.337,3.903625,9.00749927892,900.749927892,10.0074992789,10.0074992789,1.00032556748,0.01,0.00433375,true,DECIMAL_OR_POWER_OF_TEN_SCALE,false,false,true,false,false,false,false,false,false,pressure_double_d_pa,energy_per_area_uJ_m2:MISMATCH;pressure_double_d_pa:MISMATCH;pressure_pa:MISMATCH,energy_per_area_uJ_m2;pressure_double_d_pa;pressure_pa,HARD_FAIL,0.585877001285553,0.6734348561759729,0.5398584610873234,0.9592174887657166,"The model value is about 10.01 times the gold value, consistent with a decimal or power-of-ten scale mistake.","Does this look like a decimal/scientific-notation scale mistake, or a different conceptual error?",CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,
Card 028,POWER_OF_TEN_SCALE_GATE,cf0f5553-a37e-484c-b664-53217a238526,V4,CM_KAPITZA_001,Classical Mechanics,Gemma 3 12B IT,f_min_hz,15.763572,155.9,140.136428,8.88989043854,888.989043854,9.88989043854,9.88989043854,0.995191480454,0.01,0.15763572,true,DECIMAL_OR_POWER_OF_TEN_SCALE,false,false,true,false,false,false,false,false,false,omega_min_rad_s,f_min_hz:MISMATCH;omega_min_rad_s:MISMATCH,f_min_hz;omega_min_rad_s,HARD_FAIL,0.8352651000022888,0.9090909090909091,0.8882099073079237,0.9484325051307678,"The model value is about 9.890 times the gold value, consistent with a decimal or power-of-ten scale mistake.","Does this look like a decimal/scientific-notation scale mistake, or a different conceptual error?",CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,
Card 029,POWER_OF_TEN_SCALE_GATE,ec03508e-f8ed-498f-9a9c-f2bd032d5130,V4,CM_KAPITZA_001,Classical Mechanics,Mistral Small 3.2 24B Instruct,f_min_hz,15.763572,157.3,141.536428,8.97870279655,897.870279655,9.97870279655,9.97870279655,0.999074087889,0.01,0.15763572,true,DECIMAL_OR_POWER_OF_TEN_SCALE,false,false,true,false,false,false,false,false,false,omega_min_rad_s,f_min_hz:MISMATCH;omega_min_rad_s:MISMATCH,f_min_hz;omega_min_rad_s,HARD_FAIL,0.887634813785553,0.9374999999999999,0.937054165952948,0.9497219324111938,"The model value is about 9.979 times the gold value, consistent with a decimal or power-of-ten scale mistake.","Does this look like a decimal/scientific-notation scale mistake, or a different conceptual error?",CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,
Card 030,POWER_OF_TEN_SCALE_GATE,b6b32afe-5f66-490d-a564-dbe0d3ddcd66,V4,QFT_UNRUH_001,Quantum Field Theory,Mistral Small 3.2 24B Instruct,unruh_temp_K,0.405501,4.00,3.594499,8.86434065514,886.434065514,9.86434065514,9.86434065514,0.994068061772,0.01,0.00405501,true,DECIMAL_OR_POWER_OF_TEN_SCALE,false,false,true,false,false,false,false,false,false,accel_for_1K_e20,accel_for_1K_e20:MISMATCH;unruh_temp_K:MISMATCH,accel_for_1K_e20;unruh_temp_K,HARD_FAIL,0.6562258005142212,0.8459869848156182,0.8756989712686336,0.9114581346511841,"The model value is about 9.864 times the gold value, consistent with a decimal or power-of-ten scale mistake.","Does this look like a decimal/scientific-notation scale mistake, or a different conceptual error?",CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,
Card 031,POWER_OF_TEN_SCALE_GATE,35cbf917-fdbe-4d9a-ad8e-72e1515207f8,V4,STAT_LANDAUER_001,Statistical Mechanics,Gemma 3 12B IT,landauer_zJ,2.870979,29.1,26.229021,9.13591530973,913.591530973,10.1359153097,10.1359153097,1.00586297316,0.01,0.02870979,true,DECIMAL_OR_POWER_OF_TEN_SCALE,false,false,true,false,false,false,false,false,false,landauer_meV,landauer_meV:MISMATCH;landauer_zJ:MISMATCH,landauer_meV;landauer_zJ,HARD_FAIL,0.8916032910346985,0.9473684210526315,0.9633063332780851,0.960139811038971,"The model value is about 10.14 times the gold value, consistent with a decimal or power-of-ten scale mistake.","Does this look like a decimal/scientific-notation scale mistake, or a different conceptual error?",CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,
Card 032,SIGN_FLIP_GATE,0ada0fb0-29cc-4f10-b31a-705df74e52ae,V3,GR_GPS_001,General Relativity,Gemma 3 12B IT,velocity_shift_us_day,7.213057,-7.21,14.423057,1.99957618524,199.957618524,0.999576185243,-0.999576185243,-0.000184099425116,0.01,0.07213057,false,SIGN_FLIP,false,false,false,false,false,false,true,false,false,,grav_shift_us_day:MISMATCH;net_shift_us_day:MISMATCH;velocity_shift_us_day:MISMATCH,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,HARD_FAIL,0.606954038143158,0.7204968944099379,0.5433495849735764,0.9509064555168152,"The model value has the opposite sign while the magnitude is close, producing 199.96% relative error.","Is this a genuine sign-convention mistake, or did the prompt allow the opposite convention?",CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,
Card 033,SIGN_FLIP_GATE,e7473180-0785-429d-84d1-b9888a90bff4,V3,GR_GPS_001,General Relativity,Gemma 3 27B IT,velocity_shift_us_day,7.213057,-7.21,14.423057,1.99957618524,199.957618524,0.999576185243,-0.999576185243,-0.000184099425116,0.01,0.07213057,false,SIGN_FLIP,false,false,false,false,false,false,true,false,false,,grav_shift_us_day:MISMATCH;net_shift_us_day:MISMATCH;velocity_shift_us_day:MISMATCH,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,HARD_FAIL,0.4928421080112457,0.6823529411764706,0.5475489414531911,0.9406189918518066,"The model value has the opposite sign while the magnitude is close, producing 199.96% relative error.","Is this a genuine sign-convention mistake, or did the prompt allow the opposite convention?",CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,
Card 034,SIGN_FLIP_GATE,83128479-f3b5-4076-b4d8-697f3b7632f1,V3,GR_GPS_001,General Relativity,Gemma 4 31B IT,velocity_shift_us_day,7.213057,-7.2,14.413057,1.99818981051,199.818981051,0.998189810506,-0.998189810506,-0.000786867713277,0.01,0.07213057,false,SIGN_FLIP,false,false,false,false,false,false,true,false,false,,velocity_shift_us_day:MISMATCH,velocity_shift_us_day,HARD_FAIL,0.21354715526103973,0.5073170731707316,0.4894205249529027,0.8831935524940491,"The model value has the opposite sign while the magnitude is close, producing 199.82% relative error.","Is this a genuine sign-convention mistake, or did the prompt allow the opposite convention?",CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,
Card 035,SIGN_FLIP_GATE,9991d196-4513-449c-9fa5-bc9e85fe608f,V3,GR_GPS_001,General Relativity,Granite 4.1 8B,velocity_shift_us_day,7.213057,-7.2,14.413057,1.99818981051,199.818981051,0.998189810506,-0.998189810506,-0.000786867713277,0.01,0.07213057,false,SIGN_FLIP,false,false,false,false,false,false,true,false,false,,velocity_shift_us_day:MISMATCH,velocity_shift_us_day,HARD_FAIL,-0.16375485062599182,0.24568668046928913,0.35811346098804325,0.8171896934509277,"The model value has the opposite sign while the magnitude is close, producing 199.82% relative error.","Is this a genuine sign-convention mistake, or did the prompt allow the opposite convention?",CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,
Card 036,SIGN_FLIP_GATE,69fbc5d3-4c42-43a5-bee4-fd591d229ef9,V3,GR_GPS_001,General Relativity,Mistral NeMo 12B,velocity_shift_us_day,7.213057,-7.21,14.423057,1.99957618524,199.957618524,0.999576185243,-0.999576185243,-0.000184099425116,0.01,0.07213057,false,SIGN_FLIP,false,false,false,false,false,false,true,false,false,,grav_shift_us_day:MISMATCH;net_shift_us_day:MISMATCH;velocity_shift_us_day:MISMATCH,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,HARD_FAIL,0.18173079192638397,0.48221343873517786,0.41535444506996144,0.8755019903182983,"The model value has the opposite sign while the magnitude is close, producing 199.96% relative error.","Is this a genuine sign-convention mistake, or did the prompt allow the opposite convention?",CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,
Card 037,SIGN_FLIP_GATE,a31b717b-3b3d-4f54-9f3b-2236e1370d22,V3,GR_GPS_001,General Relativity,Mistral Small 3.2 24B Instruct,velocity_shift_us_day,7.213057,-7.2,14.413057,1.99818981051,199.818981051,0.998189810506,-0.998189810506,-0.000786867713277,0.01,0.07213057,false,SIGN_FLIP,false,false,false,false,false,false,true,false,false,,grav_shift_us_day:MISMATCH;net_shift_us_day:MISMATCH;velocity_shift_us_day:MISMATCH,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,HARD_FAIL,0.6212500333786011,0.7204968944099379,0.542843272582544,0.9585109949111938,"The model value has the opposite sign while the magnitude is close, producing 199.82% relative error.","Is this a genuine sign-convention mistake, or did the prompt allow the opposite convention?",CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,
Card 038,WRONG_FIELD_SCALE_GATE,d504b04e-bf1e-416b-a8f1-151658823740,V3,QFT_CASIMIR_001,Quantum Field Theory,Ministral 3 8B,energy_per_area_uJ_m2,0.433375,13.6,13.166625,30.3815979233,3038.15979233,31.3815979233,31.3815979233,1.49667505371,0.01,0.00433375,true,WRONG_FIELD_SCALE,false,false,false,false,false,false,false,false,true,pressure_pa,energy_per_area_uJ_m2:MISMATCH;pressure_double_d_pa:MISMATCH;pressure_pa:MISMATCH,energy_per_area_uJ_m2;pressure_double_d_pa;pressure_pa,HARD_FAIL,0.3779429793357849,0.581039755351682,0.533163617020546,0.9116668701171875,"The extracted value is closer to pressure_pa than to this field's gold value, suggesting a field-scale mixup.","Does this value genuinely correspond to another field, or is the ratio match accidental?",CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,
Card 039,WRONG_FIELD_SCALE_GATE,7291fcc8-4808-4d96-8b8c-a5286af017df,V3,STAT_BEC_001,Statistical Mechanics,Gemma 4 31B IT,tc_nK,85.817924,183.5,97.682076,1.13824794923,113.824794923,2.13824794923,2.13824794923,0.330058064174,0.01,0.85817924,true,WRONG_FIELD_SCALE,false,false,false,false,false,false,false,false,true,tc_no_zeta_nK,tc_nK:MISMATCH;tc_no_zeta_nK:MISMATCH,tc_nK;tc_no_zeta_nK,HARD_FAIL,0.838113009929657,0.9242199108469539,0.9148267334660939,0.9628540873527527,"The extracted value is closer to tc_no_zeta_nK than to this field's gold value, suggesting a field-scale mixup.","Does this value genuinely correspond to another field, or is the ratio match accidental?",CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,
Card 040,WRONG_FIELD_SCALE_GATE,3048c6ec-b6eb-429b-9e91-09317a088462,V4,GR_PERI_001,General Relativity,Llama 3.1 8B Instruct,advance_arcsec_orbit,0.103516,42.98,42.876484,414.201514742,41420.1514742,415.201514742,415.201514742,2.61825892924,0.01,0.00103516,true,WRONG_FIELD_SCALE,false,false,false,false,false,false,false,false,true,advance_arcsec_century,advance_arcsec_century:MISMATCH;advance_arcsec_orbit:MISMATCH,advance_arcsec_century;advance_arcsec_orbit,HARD_FAIL,0.36689043045043945,0.5561497326203209,0.6332950761244264,0.8566043972969055,"The extracted value is closer to advance_arcsec_century than to this field's gold value, suggesting a field-scale mixup.","Does this value genuinely correspond to another field, or is the ratio match accidental?",CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,
Card 041,WRONG_FIELD_SCALE_GATE,ce5ffba6-337f-4787-9fca-5fd406284075,V4,QFT_UNRUH_001,Quantum Field Theory,Gemma 3 12B IT,unruh_temp_K,0.405501,2.64,2.234499,5.51046483239,551.046483239,6.51046483239,6.51046483239,0.813611997314,0.01,0.00405501,true,COMMON_FACTOR_2_OR_PI,false,true,false,false,false,false,false,false,true,accel_for_1K_e20,accel_for_1K_e20:MISMATCH;unruh_temp_K:MISMATCH,accel_for_1K_e20;unruh_temp_K,HARD_FAIL,0.7964816093444824,0.8898678414096917,0.9065366346047955,0.9411768317222595,"The extracted value is closer to accel_for_1K_e20 than to this field's gold value, suggesting a field-scale mixup.","Does this value genuinely correspond to another field, or is the ratio match accidental?",CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,
Card 042,WRONG_FIELD_SCALE_GATE,c77d4a05-8f45-4584-89a7-4f848310ffcd,V5,QM_RT_001,Quantum Mechanics,Ministral 3 8B,energy_unit_ev,2.350189,9.47,7.119811,3.02946316232,302.946316232,4.02946316232,4.02946316232,0.605247189771,0.02,0.04700378,true,WRONG_FIELD_SCALE,false,false,false,false,false,false,false,false,true,first_resonance_ev,energy_unit_ev:MISMATCH;first_resonance_ev:MISMATCH,energy_unit_ev;first_resonance_ev,HARD_FAIL,0.19798259437084198,0.6226685796269728,0.6677583745848167,0.8893366456031799,"The extracted value is closer to first_resonance_ev than to this field's gold value, suggesting a field-scale mixup.","Does this value genuinely correspond to another field, or is the ratio match accidental?",CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,
Card 043,UNCLASSIFIED_LARGE_GATE,a043fef4-92a9-4e39-8b94-4099ce5d7bd8,V2,GR_ISCO_001,General Relativity,Gemma 3 27B IT,f_orbital_hz,219.802347,2014.5,1794.697653,8.16505227308,816.505227308,9.16505227308,9.16505227308,0.962134946313,0.01,2.19802347,true,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,false,false,false,false,false,false,false,false,false,f_gw_hz,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH,f_gw_hz;f_orbital_hz,HARD_FAIL,0.8160530924797058,0.9244060475161987,0.9165113950985797,0.9425249695777893,The field is more than 100% away from gold but did not match a simple gate heuristic.,What is the simplest human-readable explanation for this large numeric miss?,CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,
Card 044,UNCLASSIFIED_LARGE_GATE,d3255966-d397-4024-81e3-275d475b382f,V3,CM_APSIDAL_001,Classical Mechanics,Gemma 3 12B IT,precession_per_period_deg,-105.441559,528.8,634.241559,6.01510035526,601.510035526,5.01510035526,-5.01510035526,0.700279627945,0.01,1.05441559,false,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,false,false,false,false,false,false,false,false,false,apsidal_kepler_deg,apsidal_n_minus1_deg:MISMATCH;precession_per_period_deg:MISMATCH,apsidal_n_minus1_deg;precession_per_period_deg,HARD_FAIL,0.8189840316772461,0.8979591836734695,0.9035942479141906,0.937480092048645,The field is more than 100% away from gold but did not match a simple gate heuristic.,What is the simplest human-readable explanation for this large numeric miss?,CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,
Card 045,UNCLASSIFIED_LARGE_GATE,c77d4a05-8f45-4584-89a7-4f848310ffcd,V5,QM_RT_001,Quantum Mechanics,Ministral 3 8B,first_resonance_ev,11.151697,77.23,66.078303,5.92540337134,592.540337134,6.92540337134,6.92540337134,0.840445074032,0.02,0.22303394,true,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,false,false,false,false,false,false,false,false,false,,energy_unit_ev:MISMATCH;first_resonance_ev:MISMATCH,energy_unit_ev;first_resonance_ev,HARD_FAIL,0.19798259437084198,0.6226685796269728,0.6677583745848167,0.8893366456031799,The field is more than 100% away from gold but did not match a simple gate heuristic.,What is the simplest human-readable explanation for this large numeric miss?,CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,
Card 046,UNCLASSIFIED_LARGE_GATE,d765a40d-fb04-4ffc-9811-18c108bbbc6d,V5,QM_RT_001,Quantum Mechanics,Mistral Small 3.2 24B Instruct,first_resonance_ev,11.151697,60.9,49.748303,4.46105225061,446.105225061,5.46105225061,5.46105225061,0.737276331827,0.02,0.22303394,true,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,false,false,false,false,false,false,false,false,false,,energy_unit_ev:MISMATCH;first_resonance_ev:MISMATCH,energy_unit_ev;first_resonance_ev,HARD_FAIL,0.9046378135681152,0.95,0.9347036354019523,0.9586105942726135,The field is more than 100% away from gold but did not match a simple gate heuristic.,What is the simplest human-readable explanation for this large numeric miss?,CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,
Card 047,UNCLASSIFIED_LARGE_GATE,5f80e95a-cfa7-40e3-8d99-042b87848d45,V5,COS_AGE_001,Cosmology,Mistral NeMo 12B,matter_age_gyr,9.312307,46.67,37.357693,4.01164748971,401.164748971,5.01164748971,5.01164748971,0.699980515902,0.01,0.09312307,true,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,false,false,false,false,false,false,false,false,false,hubble_time_gyr,hubble_time_gyr:MISMATCH;lcdm_age_gyr:MISMATCH;matter_age_gyr:MISMATCH,hubble_time_gyr;lcdm_age_gyr;matter_age_gyr,HARD_FAIL,0.8805186152458191,0.9466666666666667,0.9261181758519162,0.9508429765701294,The field is more than 100% away from gold but did not match a simple gate heuristic.,What is the simplest human-readable explanation for this large numeric miss?,CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,
Card 048,UNCLASSIFIED_LARGE_GATE,f9c05801-ce09-4b39-8f13-c10a55d785b7,V4,COS_DESITTER_001,Cosmology,Gemma 3 12B IT,gh_temp_e30_K,2.757786,13.5,10.742214,3.89523117457,389.523117457,4.89523117457,4.89523117457,0.689773205939,0.01,0.02757786,true,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,false,false,false,false,false,false,false,false,false,horizon_gpc,efolds_to_gh:MISMATCH;gh_temp_e30_K:MISMATCH;horizon_gpc:MISMATCH,efolds_to_gh;gh_temp_e30_K;horizon_gpc,HARD_FAIL,-0.07853368669748306,0.4822695035460992,0.613224032259314,0.8535398244857788,The field is more than 100% away from gold but did not match a simple gate heuristic.,What is the simplest human-readable explanation for this large numeric miss?,CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,
Card 049,UNCLASSIFIED_LARGE_GATE,bea3064c-f5a0-4eb4-a402-ebfb00b71e9f,V3,QFT_CASIMIR_001,Quantum Field Theory,Mistral NeMo 12B,energy_per_area_uJ_m2,0.433375,2.00,1.566625,3.61494087107,361.494087107,4.61494087107,4.61494087107,0.664166141,0.01,0.00433375,true,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,false,false,false,false,false,false,false,false,false,pressure_double_d_pa,energy_per_area_uJ_m2:MISMATCH;pressure_double_d_pa:MISMATCH;pressure_pa:MISMATCH,energy_per_area_uJ_m2;pressure_double_d_pa;pressure_pa,HARD_FAIL,0.5441675186157227,0.6677908937605397,0.5317119200857157,0.9551564455032349,The field is more than 100% away from gold but did not match a simple gate heuristic.,What is the simplest human-readable explanation for this large numeric miss?,CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,
Card 050,UNCLASSIFIED_LARGE_GATE,1f6f2a74-79ab-47f8-8a96-512a80ae17d9,V4,GR_PERI_001,General Relativity,Gemma 3 27B IT,advance_arcsec_century,42.980208,181.0,138.019792,3.21124067152,321.124067152,4.21124067152,4.21124067152,0.624410061968,0.01,0.42980208,true,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,false,false,false,false,false,false,false,false,false,,advance_arcsec_century:MISMATCH;advance_arcsec_orbit:MISMATCH,advance_arcsec_century;advance_arcsec_orbit,HARD_FAIL,0.7629456520080566,0.888888888888889,0.8565015071461887,0.9126104116439819,The field is more than 100% away from gold but did not match a simple gate heuristic.,What is the simplest human-readable explanation for this large numeric miss?,CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,
Card 051,UNCLASSIFIED_LARGE_GATE,d1f4f249-9011-47a1-bde1-4890e97d7e39,V5,GR_CHIRP_001,General Relativity,Gemma 4 31B IT,each_mass_msun,32.163554,131.64,99.476446,3.09283128351,309.283128351,4.09283128351,4.09283128351,0.612023842336,0.01,0.32163554,true,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,false,false,false,false,false,false,false,false,false,total_mass_msun,chirp_mass_msun:MISMATCH;each_mass_msun:MISMATCH;total_mass_msun:MISMATCH,chirp_mass_msun;each_mass_msun;total_mass_msun,HARD_FAIL,0.02982841245830059,0.5473965287049399,0.598232430072322,0.8200947046279907,The field is more than 100% away from gold but did not match a simple gate heuristic.,What is the simplest human-readable explanation for this large numeric miss?,CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,
Card 052,UNCLASSIFIED_LARGE_GATE,eed5e543-0bf8-4de7-b85b-655c79dfb28c,V3,STAT_BEC_001,Statistical Mechanics,Mistral Small 3.2 24B Instruct,tc_no_zeta_nK,162.780255,636.0,473.219745,2.90710777545,290.710777545,3.90710777545,3.90710777545,0.591855391168,0.01,1.62780255,true,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,false,false,false,false,false,false,false,false,false,,tc_nK:MISMATCH;tc_no_zeta_nK:MISMATCH,tc_nK;tc_no_zeta_nK,HARD_FAIL,0.7269899249076843,0.8166666666666667,0.8612327700213779,0.9269658327102661,The field is more than 100% away from gold but did not match a simple gate heuristic.,What is the simplest human-readable explanation for this large numeric miss?,CONFIRM_GATE;REJECT_GATE_FALSE_POSITIVE;REASSIGN_TO_DIFFERENT_GATE;NEEDS_SCENARIO_CONTEXT;NEEDS_RAW_ANSWER_REVIEW,
